RPM,Torque [ft-lb],Power [hp]
6026.64335117077,24.651595350951965,28.269453367253593
6027.521999951428,24.65689124850534,28.280410217521766
6028.400648732088,24.662170724382083,28.291364936311073
6029.279297512747,24.667434783220227,28.302316675684725
6030.157946293405,24.67268442965783,28.313264587705934
6031.036595074064,24.677920668332945,28.324207824437945
6031.9152438547235,24.68314450388362,28.335145537943966
6032.793892635383,24.688356940947905,28.346076880287203
6033.672541416041,24.693558984163847,28.357001003530886
6034.5511901967,24.698751638169508,28.36791705973825
6035.429838977359,24.703935907602933,28.378824200972495
6036.308487758018,24.709112797102172,28.389721579296843
6037.187136538677,24.714283311305277,28.400608346774533
6038.065785319336,24.719448454850298,28.411483655468768
6038.944434099994,24.72460923237528,28.422346657450387
6039.823082880654,24.72976664851829,28.433196922952764
6040.701731661313,24.734921707917366,28.44403556469607
6041.580380441972,24.740075415210566,28.45486405097731
6042.45902922263,24.74522877503593,28.4656838500935
6043.3376780032895,24.750382792031523,28.476496430341687
6044.216326783949,24.75553847083539,28.48730326001887
6045.094975564607,24.76069681608557,28.498105807422064
6045.973624345266,24.765858832420136,28.508905540848307
6046.852273125925,24.771025524477125,28.519703928594602
6047.730921906585,24.77619789689459,28.530502438957974
6048.609570687243,24.781376954310584,28.54130254023543
6049.488219467902,24.786563701363157,28.552105700724013
6050.366868248561,24.791759142690363,28.56291338872073
6051.24551702922,24.79696428293024,28.57372707252259
6052.124165809879,24.802180126720856,28.584548220426633
6053.002814590538,24.80740767870025,28.595378300729863
6053.881463371197,24.812647943506484,28.606218781729307
6054.7601121518555,24.817901925777594,28.617071131721968
6055.638760932515,24.823170630151644,28.627936819004887
6056.517409713174,24.828455061266684,28.638817311875076
6057.396058493832,24.833756223760755,28.64971407862954
6058.274707274491,24.839075122271918,28.66062858756532
6059.153356055151,24.84441276143822,28.671562306979425
6060.032004835809,24.849770145897704,28.682516705168865
6060.910653616468,24.855148280288436,28.693493250430674
6061.789302397127,24.86054816924846,28.704493411061872
6062.667951177786,24.865970817415825,28.71551865535946
6063.546599958445,24.871417229428587,28.72657045162048
6064.425248739104,24.876888409924792,28.737650268141937
6065.303897519763,24.882385363542493,28.74875957322086
6066.182546300422,24.887909094919735,28.759899835154243
6067.061195081081,24.89346060869458,28.771072522239134
6067.93984386174,24.89904090950507,28.78227910277255
6068.818492642398,24.904651001989258,28.79352104505148
6069.6971414230575,24.910291890785203,28.804799817372984
6070.575790203717,24.915964580530947,28.81611688803406
6071.454438984376,24.921670075864544,28.82747372533173
6072.333087765034,24.927409381424035,28.838871797563
6073.211736545693,24.933183501847484,28.850312573024915
6074.090385326353,24.938993441772944,28.86179752001448
6074.969034107011,24.944840205838453,28.873328106828705
6075.84768288767,24.950724798682074,28.884905801764628
6076.726331668329,24.95664822494185,28.89653207311926
6077.6049804489885,24.96261148925584,28.908208389189618
6078.483629229647,24.968615596262072,28.919936218272714
6079.362278010306,24.97466155059863,28.931717028665584
6080.240926790965,24.980750356903545,28.94355228866524
6081.1195755716235,24.986883019814872,28.95544346656869
6081.998224352283,24.993060543970664,28.96739203067298
6082.876873132942,24.99928393400897,28.979399449275103
6083.7555219136,25.005554194567836,28.991467190672076
6084.634170694259,25.01187233028532,29.003596723160946
6085.512819474919,25.018239345799476,29.015789515038716
6086.391468255578,25.02465624574835,29.0280470346024
6087.270117036236,25.031124034769984,29.040370750149016
6088.148765816895,25.037643717502444,29.052762129975598
6089.0274145975545,25.044216298583773,29.06522264237916
6089.906063378213,25.050842782652023,29.077753755656705
6090.784712158872,25.057524174345247,29.090356938105273
6091.663360939531,25.064261478301496,29.103033658021882
6092.5420097201895,25.071055699158812,29.11578538370353
6093.420658500849,25.07790784155526,29.128613583447258
6094.299307281508,25.084818910128885,29.141519725550083
6095.177956062167,25.091789909517736,29.154505278309014
6096.056604842825,25.09882184435986,29.16757171002106
6096.935253623485,25.105915719293318,29.180720488983273
6097.813902404144,25.113072538956157,29.193953083492655
6098.692551184802,25.12029330798642,29.207270961846206
6099.571199965461,25.127579031022172,29.220675592340978
6100.449848746121,25.134930712701454,29.23416844327398
6101.32849752678,25.142349357662326,29.24775098294222
6102.207146307438,25.14983597054282,29.26142467964272
6103.085795088097,25.157391555981008,29.27519100167251
6103.9644438687565,25.165017118614934,29.289051417328604
6104.843092649415,25.172713663082632,29.303007394908
6105.721741430074,25.180482194022183,29.31706040270776
6106.600390210733,25.188323716071622,29.33121190902487
6107.4790389913915,25.196239233868997,29.34546338215635
6108.357687772051,25.204229752052367,29.359816290399245
6109.23633655271,25.21229627525978,29.374272102050554
6110.114985333369,25.220439808129285,29.388832285407304
6110.993634114027,25.228661355298925,29.40349830876649
6111.872282894687,25.236961921406767,29.418271640425164
6112.750931675346,25.245342511090858,29.433153748680333
6113.629580456004,25.253804128989234,29.448146101829
6114.508229236663,25.262347779739965,29.463250168168216
6115.3868780173225,25.270974467981098,29.47846741599498
6116.265526797981,25.279685198350677,29.493799313606303
