radius_of_curvature_m,x,y
-29.271548,15.639370,-28.489632
-30.423850,15.729784,-28.444255
-31.732502,15.820253,-28.399227
-31.537544,15.910772,-28.354535
-31.313797,16.001339,-28.310180
-31.692395,16.091868,-28.266203
-30.430292,16.182448,-28.222559
-28.700231,16.273032,-28.179281
-27.891637,16.363538,-28.136428
-27.284463,16.454039,-28.093973
-26.343167,16.544656,-28.051869
-24.875993,16.635311,-28.010165
-24.255646,16.725978,-27.968894
-22.820081,16.816816,-27.927997
-21.868455,16.907864,-27.887482
-20.318876,16.999060,-27.847401
-19.183664,17.090438,-27.807772
-18.100226,17.182107,-27.768581
-17.315039,17.274074,-27.729861
-16.262971,17.366317,-27.691650
-15.119308,17.458918,-27.653958
-14.562766,17.551914,-27.616817
-14.115340,17.645307,-27.580260
-13.447695,17.739092,-27.544319
-12.458658,17.833369,-27.509000
-12.098343,17.928098,-27.474377
-12.219909,18.023289,-27.440476
-11.861990,18.118854,-27.407337
-11.639166,18.214840,-27.374964
-11.510928,18.311229,-27.343387
-12.036099,18.408070,-27.312597
-12.031932,18.505220,-27.282615
-12.199027,18.602671,-27.253439
-12.453343,18.700425,-27.225057
-12.769782,18.798487,-27.197453
-13.495791,18.896822,-27.170612
-13.982126,18.995370,-27.144515
-14.795215,19.094112,-27.119133
-15.861973,19.193018,-27.094432
-17.877299,19.292068,-27.070367
-19.876381,19.391276,-27.046864
-22.907289,19.490565,-27.023877
-27.837564,19.589871,-27.001349
-35.728779,19.689187,-26.979199
-46.112609,19.788534,-26.957343
-65.342318,19.887845,-26.935724
-121.805737,19.987042,-26.914290
-664.335057,20.086140,-26.892965
255.787013,20.185166,-26.871673
100.826849,20.284034,-26.850373
66.135895,20.382693,-26.829016
53.500303,20.481141,-26.807551
47.175101,20.579470,-26.785919
44.180086,20.677613,-26.764111
41.880523,20.775508,-26.742124
45.197304,20.873166,-26.719950
48.461274,20.970711,-26.697574
55.582502,21.068115,-26.675020
69.055240,21.165331,-26.652328
106.155959,21.262360,-26.629533
267.961846,21.359265,-26.606673
-721.215522,21.456099,-26.583791
-152.693256,21.552836,-26.560946
-76.273013,21.649452,-26.538198
-52.501722,21.746023,-26.515592
-39.890548,21.842577,-26.493182
-32.149545,21.939130,-26.471025
-26.869600,22.035675,-26.449183
-23.395058,22.132246,-26.427708
-21.354355,22.228886,-26.406643
-19.864889,22.325591,-26.386032
-18.922945,22.422360,-26.365908
-18.105917,22.519201,-26.346297
-17.899888,22.616163,-26.327208
-17.721027,22.713252,-26.308650
-17.998338,22.810443,-26.290632
-18.367149,22.907740,-26.273146
-18.801101,23.005168,-26.256177
-19.410819,23.102746,-26.239711
-19.568954,23.200485,-26.223731
-20.383411,23.298333,-26.208238
-21.143065,23.396308,-26.193214
-22.145743,23.494429,-26.178638
-23.070175,23.592721,-26.164486
-24.061330,23.691171,-26.150745
-25.509459,23.789735,-26.137401
-26.303804,23.888416,-26.124436
-26.989363,23.987249,-26.111831
-26.411287,24.086267,-26.099577
-26.557061,24.185413,-26.087686
-25.745493,24.284638,-26.076166
-24.706748,24.383979,-26.065024
-23.498571,24.483470,-26.054274
-22.805662,24.583113,-26.043935
-22.242286,24.682838,-26.034030
-21.504653,24.782630,-26.024572
-20.917824,24.882502,-26.015577
-20.223072,24.982457,-26.007058
-19.718646,25.082451,-25.999034
-19.187657,25.182477,-25.991519
-18.655242,25.282522,-25.984529
-18.304734,25.382567,-25.978078
-17.989303,25.482574,-25.972179
-18.063798,25.582569,-25.966838
-18.469865,25.682548,-25.962051
-19.153313,25.782463,-25.957808
-20.093903,25.882262,-25.954091
-21.219937,25.981940,-25.950874
-23.423542,26.081578,-25.948124
-25.738187,26.181094,-25.945801
-28.746704,26.280424,-25.943867
-31.948589,26.379554,-25.942280
-36.303128,26.478647,-25.941000
-41.069267,26.577643,-25.939993
-48.695332,26.676493,-25.939224
-56.154665,26.775245,-25.938659
-65.843260,26.873967,-25.938267
-74.372568,26.972635,-25.938025
-79.870927,27.071238,-25.937915
-78.466712,27.169820,-25.937929
-71.707024,27.268426,-25.938068
-61.197636,27.367095,-25.938345
-53.871310,27.465883,-25.938781
-47.357175,27.564729,-25.939400
-41.888152,27.663642,-25.940226
-36.911168,27.762684,-25.941288
-35.114631,27.861916,-25.942615
-32.209100,27.961261,-25.944227
-29.433352,28.060661,-25.946147
-26.986373,28.160135,-25.948406
-25.200795,28.259734,-25.951034
-23.502620,28.359473,-25.954061
-21.333739,28.459326,-25.957518
-19.939385,28.559192,-25.961443
-18.794335,28.659122,-25.965872
-18.115414,28.759175,-25.970839
-16.846943,28.859377,-25.976373
-16.692327,28.959510,-25.982495
-16.424767,29.059574,-25.989217
-16.007732,29.159594,-25.996552
-15.755015,29.259637,-26.004517
-15.939257,29.359581,-26.013113
-16.098758,29.459398,-26.022331
-16.239577,29.559078,-26.032162
-16.770932,29.658679,-26.042604
-17.326842,29.758167,-26.053635
-17.874573,29.857486,-26.065228
-19.216413,29.956590,-26.077355
-20.162628,30.055571,-26.089991
-20.942801,30.154439,-26.103111
-21.631998,30.253161,-26.116691
-23.069662,30.351692,-26.130705
-23.818051,30.450135,-26.145142
-24.447171,30.548541,-26.159995
-25.289664,30.646914,-26.175252
-26.193334,30.745203,-26.190893
-26.834683,30.843417,-26.206905
-27.346553,30.941584,-26.223284
-27.835255,31.039707,-26.240023
-28.176300,31.137793,-26.257117
-28.326046,31.235825,-26.274560
-28.729832,31.333780,-26.292343
-28.528532,31.431659,-26.310465
-28.580623,31.529536,-26.328939
-27.981598,31.627400,-26.347766
-28.509991,31.725122,-26.366924
-27.535152,31.822675,-26.386406
-27.404375,31.920181,-26.406243
-26.492254,32.017606,-26.426435
-26.184641,32.114818,-26.446961
-24.241452,32.211803,-26.467829
-23.493528,32.308705,-26.489091
-22.392703,32.405471,-26.510753
-20.944121,32.502041,-26.532822
-19.644185,32.598451,-26.555335
-18.549904,32.694705,-26.578323
-17.452454,32.790802,-26.601817
-16.391055,32.886739,-26.625849
-15.382307,32.982489,-26.650450
-14.406534,33.078057,-26.675661
-14.177038,33.173515,-26.701539
-13.474840,33.268798,-26.728089
-12.947781,33.363925,-26.755349
-12.649104,33.458932,-26.783360
-12.587787,33.553798,-26.812137
-12.272110,33.648474,-26.841675
-12.070616,33.743010,-26.872010
-12.067131,33.837462,-26.903175
-11.995441,33.931730,-26.935145
-11.988516,34.025814,-26.967924
-12.098777,34.119785,-27.001543
-12.073938,34.213725,-27.036030
-12.220449,34.307458,-27.071323
-12.498091,34.401027,-27.107432
-12.891479,34.494510,-27.144372
-12.943873,34.587948,-27.182145
-13.610601,34.681140,-27.220658
-14.333763,34.774140,-27.259902
-14.915017,34.866993,-27.299859
-15.955653,34.959661,-27.340480
-17.189392,35.052094,-27.381698
-18.746511,35.144304,-27.423469
-20.763834,35.236296,-27.465740
-23.284135,35.328070,-27.508455
-26.374661,35.419607,-27.551544
-32.301037,35.510871,-27.594930
-38.464313,35.601952,-27.638582
-48.524125,35.692826,-27.682428
-66.220509,35.783500,-27.726410
-97.290921,35.873997,-27.770477
-141.002967,35.964371,-27.814603
-237.132967,36.054582,-27.858730
-487.872263,36.144661,-27.902841
-938.995437,36.234656,-27.946936
-1112.676605,36.324556,-27.990997
-665.165744,36.414317,-28.035002
-322.897141,36.503964,-28.078970
-177.421388,36.593540,-28.122939
-110.637080,36.682992,-28.166912
-71.228450,36.772285,-28.210908
-50.301646,36.861420,-28.254983
-37.641457,36.950408,-28.299206
-28.455623,37.039176,-28.343616
-23.216340,37.127705,-28.388291
-20.101976,37.215973,-28.433307
-17.941692,37.303971,-28.478730
-16.278839,37.391666,-28.524612
-15.185837,37.479055,-28.571010
-14.338988,37.566135,-28.617973
-13.883808,37.652914,-28.665547
-13.704967,37.739389,-28.713756
-13.503143,37.825548,-28.762609
-13.251651,37.911446,-28.812152
-13.793766,37.997105,-28.862406
-14.219532,38.082488,-28.913331
-15.157374,38.167636,-28.964922
-15.790096,38.252649,-29.017203
-17.308728,38.337558,-29.070157
-18.342302,38.422263,-29.123672
-19.805743,38.506808,-29.177732
-20.561369,38.591255,-29.232340
-22.473984,38.675593,-29.287459
-24.436807,38.759784,-29.343025
-26.777367,38.843844,-29.399004
-28.991325,38.927792,-29.455368
-33.312827,39.011604,-29.512062
-38.969780,39.095310,-29.569057
-46.037678,39.178932,-29.626314
-52.578784,39.262445,-29.683769
-56.927683,39.345819,-29.741369
-53.417305,39.429049,-29.799093
-47.722382,39.512163,-29.856973
-41.282631,39.595092,-29.914987
-36.510914,39.677765,-29.973125
-29.357953,39.760110,-30.031380
-25.342372,39.842167,-30.089853
-21.951466,39.923913,-30.148597
-19.223875,40.005253,-30.207616
-16.614642,40.086087,-30.266918
-14.803960,40.166462,-30.326631
-13.244108,40.246336,-30.386815
-11.896114,40.325603,-30.447485
-11.508918,40.404168,-30.508658
-10.982835,40.482139,-30.570461
-10.698615,40.559503,-30.632928
-10.448236,40.636228,-30.696065
-10.836944,40.712302,-30.759878
-11.017925,40.787778,-30.824381
-11.244544,40.862698,-30.889585
-11.564868,40.937089,-30.955491
-12.186195,41.010988,-31.022101
-12.914287,41.084392,-31.089358
-13.759855,41.157338,-31.157237
-14.919278,41.229889,-31.225735
-16.642770,41.302123,-31.294851
-18.415703,41.374077,-31.364535
-21.862722,41.445711,-31.434662
-26.123995,41.517131,-31.505227
-32.515208,41.588438,-31.576224
-39.137625,41.659728,-31.647650
-52.372056,41.730878,-31.719302
-73.920906,41.801955,-31.791159
-119.028938,41.873038,-31.863220
-234.314422,41.944198,-31.935485
-1490.863105,42.015414,-32.007871
417.226332,42.086644,-32.080282
211.727171,42.157924,-32.152710
157.185769,42.229279,-32.225146
137.819652,42.300732,-32.297590
133.137600,42.372251,-32.369996
139.000456,42.443800,-32.442322
166.869296,42.515355,-32.514552
206.415156,42.586934,-32.586717
274.512737,42.658515,-32.658813
416.421498,42.730066,-32.730826
1034.348811,42.801547,-32.802734
-2219.632866,42.872967,-32.874566
-544.857956,42.944306,-32.946324
-281.299344,43.015505,-33.017968
-188.591083,43.086567,-33.089525
-141.914879,43.157489,-33.161017
-113.454187,43.228265,-33.232464
-97.849791,43.298824,-33.303817
-77.900917,43.369099,-33.375031
-71.048503,43.439163,-33.446212
-63.637447,43.509075,-33.517438
-58.430774,43.578781,-33.588677
-53.148761,43.648230,-33.659896
-49.332049,43.717409,-33.731104
-47.677584,43.786363,-33.802364
-45.555721,43.855145,-33.873743
-44.194482,43.923735,-33.945234
-43.243055,43.992124,-34.016835
-42.946653,44.060301,-34.088542
-43.139375,44.128311,-34.160402
-43.168241,44.196200,-34.232467
-44.657681,44.263997,-34.304762
-46.016743,44.331666,-34.377244
-48.158062,44.399224,-34.449919
-51.705125,44.466707,-34.522814
-57.283568,44.534160,-34.595956
-66.108717,44.601613,-34.669352
-79.055248,44.669020,-34.742922
-97.220237,44.736443,-34.816695
-140.230108,44.803880,-34.890635
-273.889865,44.871378,-34.964747
-2880.416702,44.938973,-35.039019
293.090076,45.006679,-35.113418
150.594603,45.074564,-35.187965
92.761094,45.142557,-35.262526
68.968400,45.210720,-35.337112
55.036321,45.279076,-35.411689
44.866242,45.347641,-35.486218
37.783739,45.416429,-35.560650
32.446544,45.485448,-35.634932
28.821216,45.554739,-35.709041
26.362640,45.624313,-35.782931
24.270729,45.694162,-35.856545
22.681014,45.764310,-35.929857
21.455048,45.834759,-36.002829
20.369500,45.905503,-36.075416
19.884888,45.976523,-36.147570
19.349343,46.047866,-36.219316
18.962425,46.119523,-36.290630
18.745090,46.191459,-36.361463
18.692064,46.263630,-36.431769
19.170362,46.336022,-36.501537
19.458521,46.408751,-36.570897
20.073179,46.481759,-36.639809
20.774660,46.554986,-36.708239
22.135465,46.628362,-36.776152
23.634993,46.701876,-36.843579
25.895622,46.775638,-36.910664
29.040106,46.849560,-36.977378
33.044481,46.923549,-37.043694
39.227059,46.997515,-37.109592
49.563534,47.071483,-37.175158
64.936482,47.145541,-37.240540
97.196291,47.219610,-37.305731
185.879416,47.293617,-37.370735
-1671.457079,47.367496,-37.435560
-191.220746,47.441328,-37.500347
-106.049118,47.515104,-37.565152
-75.688670,47.588794,-37.630001
-60.199431,47.662375,-37.694923
-51.138111,47.735843,-37.759958
-45.458178,47.809206,-37.825150
-41.549360,47.882479,-37.890545
-39.603255,47.955691,-37.956195
-38.658613,48.028834,-38.022111
-37.882181,48.101894,-38.088291
-37.585213,48.174919,-38.154785
-38.772449,48.247909,-38.221597
-42.386466,48.320927,-38.288776
-45.567928,48.393875,-38.356206
-51.987553,48.466825,-38.423933
-57.594770,48.539838,-38.491981
-75.521680,48.612867,-38.560276
-107.762080,48.685958,-38.628811
-207.674566,48.759123,-38.697541
-1332.399301,48.832454,-38.766496
300.514315,48.905964,-38.835629
124.652902,48.979605,-38.904838
81.583295,49.053414,-38.974092
58.932119,49.127413,-39.043352
46.370799,49.201670,-39.112613
37.743032,49.276127,-39.181756
32.170364,49.350829,-39.250753
28.630078,49.425791,-39.319555
25.751676,49.501012,-39.388102
23.720050,49.576504,-39.456354
22.188951,49.652272,-39.524268
20.968057,49.728307,-39.591797
20.234053,49.804589,-39.658888
19.801480,49.881129,-39.725530
19.259215,49.957951,-39.791727
19.053923,50.035006,-39.857423
18.755036,50.112238,-39.922566
19.650201,50.189605,-39.987120
19.862105,50.267274,-40.051250
20.588038,50.345180,-40.114916
21.403177,50.423252,-40.178086
22.934136,50.501417,-40.240729
25.088639,50.579658,-40.302876
27.812049,50.658109,-40.364682
31.963073,50.736675,-40.426125
37.826942,50.815259,-40.487188
47.278970,50.893762,-40.547859
65.471987,50.972200,-40.608219
92.759660,51.050681,-40.668420
164.109258,51.129115,-40.728454
471.295422,51.207421,-40.788312
-306.088962,51.285522,-40.847992
-153.811412,51.363531,-40.907635
-113.167128,51.441450,-40.967288
-97.837259,51.519234,-41.026942
-89.933814,51.596851,-41.086590
-93.567713,51.674350,-41.146279
-109.001246,51.751766,-41.206031
-148.178341,51.829112,-41.265838
-300.028645,51.906409,-41.325688
838.060389,51.983707,-41.385575
159.900575,52.061066,-41.445495
92.291861,52.138533,-41.505423
64.877145,52.216112,-41.565306
50.654503,52.293837,-41.625115
41.289393,52.371749,-41.684828
35.012280,52.449912,-41.744439
30.748271,52.528374,-41.803931
27.220154,52.607058,-41.863194
24.325177,52.686018,-41.922218
22.192702,52.765331,-41.981007
20.703394,52.845070,-42.039564
19.149151,52.925230,-42.097841
18.585237,53.005718,-42.155728
18.149484,53.086590,-42.213238
18.357053,53.167887,-42.270387
17.614347,53.249648,-42.327197
17.876272,53.331765,-42.383576
18.061665,53.414232,-42.439520
18.520851,53.497062,-42.495047
18.370197,53.580267,-42.550175
18.731550,53.663817,-42.604883
19.309960,53.747667,-42.659152
20.019767,53.831800,-42.712990
20.559332,53.916198,-42.766404
21.489510,54.000865,-42.819416
22.394970,54.085750,-42.872016
22.929868,54.170814,-42.924203
22.892259,54.256025,-42.975968
22.689163,54.341429,-43.027342
21.899318,54.427023,-43.078318
20.974017,54.512789,-43.128868
19.848005,54.598721,-43.178967
19.120007,54.684869,-43.228617
18.333211,54.771243,-43.277800
17.609571,54.857841,-43.326491
16.853770,54.944674,-43.374671
16.289538,55.031770,-43.422328
15.738809,55.119139,-43.469446
15.247550,55.206794,-43.516007
14.793467,55.294754,-43.561998
14.347945,55.383033,-43.607403
14.145123,55.471633,-43.652204
14.131326,55.560576,-43.696398
14.271784,55.649867,-43.739987
14.367776,55.739512,-43.782978
14.639963,55.829490,-43.825366
14.950162,55.919816,-43.867171
15.252065,56.010476,-43.908399
15.282412,56.101471,-43.949062
15.603044,56.192765,-43.989150
15.898773,56.284371,-44.028676
16.223172,56.376278,-44.067651
16.269297,56.468486,-44.106083
16.650039,56.560951,-44.143960
16.976366,56.653678,-44.181296
17.275680,56.746667,-44.218101
17.142402,56.839911,-44.254382
17.048458,56.933367,-44.290119
16.587651,57.027036,-44.325306
16.157426,57.120929,-44.359933
15.747460,57.215035,-44.393978
15.471469,57.309325,-44.427414
15.035019,57.403787,-44.460224
14.833595,57.498436,-44.492397
14.618835,57.593242,-44.523912
14.386572,57.688168,-44.554749
13.903250,57.783202,-44.584891
13.860664,57.878379,-44.614334
13.809274,57.973656,-44.643059
13.428778,58.068972,-44.671046
13.337098,58.164362,-44.698293
13.755556,58.259836,-44.724802
14.488216,58.355323,-44.750579
14.387309,58.450725,-44.775629
15.120508,58.546241,-44.800018
15.673005,58.641785,-44.823749
15.653482,58.737305,-44.846835
15.722605,58.832917,-44.869310
15.633445,58.928660,-44.891184
15.389132,59.024539,-44.912455
15.026820,59.120580,-44.933119
14.431793,59.216840,-44.953170
14.224738,59.313409,-44.972602
14.015450,59.410246,-44.991391
13.385158,59.507346,-45.009518
12.966708,59.604857,-45.026978
13.737928,59.702803,-45.043755
13.135677,59.800946,-45.059823
12.857398,59.899336,-45.075170
12.992156,59.998050,-45.089789
12.984289,60.097019,-45.103667
12.524081,60.196164,-45.116788
12.306620,60.295438,-45.129123
12.016072,60.394879,-45.140657
11.558437,60.494525,-45.151372
11.041967,60.594287,-45.161223
10.814383,60.694082,-45.170168
10.083599,60.793922,-45.178177
9.184401,60.894009,-45.185200
9.002122,60.994054,-45.191137
8.840061,61.094026,-45.195954
7.865014,61.193958,-45.199615
7.789670,61.293937,-45.202028
7.718486,61.393845,-45.203157
7.393910,61.493613,-45.202986
7.380947,61.593334,-45.201478
7.255365,61.692953,-45.198622
7.483362,61.792389,-45.194416
7.624984,61.891666,-45.188891
7.527946,61.990816,-45.182068
7.791785,62.089777,-45.173956
8.525777,62.188472,-45.164609
8.416965,62.287091,-45.154090
8.422929,62.385636,-45.142404
9.136366,62.484092,-45.129567
9.266524,62.582346,-45.115656
9.387217,62.680506,-45.100683
9.595537,62.778587,-45.084660
9.850107,62.876572,-45.067610
10.046013,62.974414,-45.049563
10.299741,63.072137,-45.030536
10.692779,63.169772,-45.010546
10.493336,63.267392,-44.989600
10.953395,63.364863,-44.967723
11.479415,63.462195,-44.944943
11.583468,63.559424,-44.921285
11.330250,63.656670,-44.896726
12.075715,63.753680,-44.871325
12.585336,63.850461,-44.845118
12.395431,63.947060,-44.818126
13.046217,64.043424,-44.790365
13.544588,64.139489,-44.761888
13.709383,64.235192,-44.732744
14.162756,64.330623,-44.702922
14.347293,64.425710,-44.672468
14.757502,64.520341,-44.641435
15.436528,64.614598,-44.609820
15.741770,64.708547,-44.577631
15.644299,64.802100,-44.544916
16.566855,64.895215,-44.511697
15.992386,64.988092,-44.477927
15.505429,65.080663,-44.443620
14.718566,65.172892,-44.408769
14.087535,65.264804,-44.373332
13.106026,65.356398,-44.337277
11.871235,65.447640,-44.300563
10.883012,65.538560,-44.263100
9.901744,65.629058,-44.224849
8.705568,65.719079,-44.185735
8.230187,65.808668,-44.145614
7.534461,65.897785,-44.104413
7.100258,65.986278,-44.062099
6.880186,66.074167,-44.018579
6.750440,66.161473,-43.973788
6.610983,66.248160,-43.927711
6.568227,66.334150,-43.880357
6.884458,66.419524,-43.831679
6.900671,66.504285,-43.781720
7.071961,66.588398,-43.730519
7.599418,66.671977,-43.678044
7.567343,66.754971,-43.624402
7.455670,66.837365,-43.569604
7.467089,66.919173,-43.513619
7.343116,67.000331,-43.456476
7.184433,67.080788,-43.398182
7.071907,67.160516,-43.338718
6.906355,67.239495,-43.278063
6.670237,67.317667,-43.216210
6.556877,67.394934,-43.153179
6.253541,67.471259,-43.088948
5.940065,67.546611,-43.023452
5.935436,67.620813,-42.956753
5.654608,67.693810,-42.888865
5.694731,67.765631,-42.819693
5.835033,67.836158,-42.749355
5.763756,67.905389,-42.677897
5.855615,67.973329,-42.605318
5.943626,68.039926,-42.531709
6.044731,68.105179,-42.457121
6.151465,68.169112,-42.381581
6.228210,68.231740,-42.305120
6.512915,68.293059,-42.227802
6.514385,68.353145,-42.149614
6.298291,68.412009,-42.070556
6.485502,68.469581,-41.990681
6.374154,68.525941,-41.909909
6.317678,68.581095,-41.828205
6.542091,68.635008,-41.745608
6.620789,68.687727,-41.662105
6.741158,68.739303,-41.577645
6.967113,68.789749,-41.492246
7.193710,68.839062,-41.405979
7.520077,68.887302,-41.318820
8.142700,68.934538,-41.230750
8.625749,68.980786,-41.141908
9.970421,69.026095,-41.052378
11.669242,69.070610,-40.962166
12.968813,69.114432,-40.871370
15.402513,69.157572,-40.780200
17.698500,69.200132,-40.688694
19.822618,69.242187,-40.596898
21.892223,69.283760,-40.504916
23.344643,69.324875,-40.412810
22.132228,69.365531,-40.320646
20.994115,69.405736,-40.228366
19.205367,69.445433,-40.136040
15.899431,69.484538,-40.043738
13.754493,69.523001,-39.951340
12.579573,69.560729,-39.858830
11.288836,69.597630,-39.766244
10.193223,69.633659,-39.673474
9.607741,69.668734,-39.580500
8.927952,69.702781,-39.487334
8.320935,69.735761,-39.393884
7.877105,69.767591,-39.300159
7.603366,69.798209,-39.206151
7.213658,69.827582,-39.111805
6.888800,69.855641,-39.017138
6.976507,69.882326,-38.922177
6.667885,69.907638,-38.826905
6.460776,69.931521,-38.731352
6.374468,69.953925,-38.635556
6.191508,69.974826,-38.539510
6.024456,69.994187,-38.443214
5.839592,70.011961,-38.346683
5.698238,70.028103,-38.249929
5.528953,70.042563,-38.152993
5.405150,70.055300,-38.055853
5.241412,70.066275,-37.958465
5.201463,70.075430,-37.860944
5.277465,70.082756,-37.763216
5.232969,70.088268,-37.665187
5.348323,70.091952,-37.566947
5.671163,70.093842,-37.468521
5.854169,70.094012,-37.369825
6.314142,70.092525,-37.270902
6.987067,70.089486,-37.171842
7.677167,70.085024,-37.072559
8.624666,70.079264,-36.973087
9.502744,70.072338,-36.873543
10.481893,70.064352,-36.773905
11.368858,70.055397,-36.674192
12.022845,70.045556,-36.574524
12.941434,70.034885,-36.474919
13.124081,70.023426,-36.375322
13.150266,70.011203,-36.275800
12.956772,69.998219,-36.176370
12.375526,69.984458,-36.077027
11.629829,69.969889,-35.977787
11.093634,69.954468,-35.878683
10.743524,69.938157,-35.779744
10.597306,69.920923,-35.680945
10.461423,69.902752,-35.582301
10.543026,69.883639,-35.483831
10.389358,69.863587,-35.385549
10.159289,69.842588,-35.287477
10.187993,69.820628,-35.189626
9.951044,69.797714,-35.092049
9.603002,69.773826,-34.994746
9.396896,69.748932,-34.897716
9.180827,69.723022,-34.801025
8.543449,69.696057,-34.704646
7.930681,69.667972,-34.608616
7.818382,69.638700,-34.512981
7.409545,69.608195,-34.417722
7.186134,69.576411,-34.322879
7.269497,69.543309,-34.228457
7.128428,69.508882,-34.134444
7.111351,69.473122,-34.040871
7.229006,69.436028,-33.947750
7.310014,69.397611,-33.855073
7.468616,69.357900,-33.762869
7.661142,69.316928,-33.671148
8.059835,69.274741,-33.579926
8.477910,69.231404,-33.489208
8.877258,69.186985,-33.398992
9.323989,69.141553,-33.309296
9.744574,69.095170,-33.220126
10.259873,69.047900,-33.131490
10.696005,68.999784,-33.043364
11.044106,68.950879,-32.955759
11.607275,68.901229,-32.868682
12.048157,68.850858,-32.782091
12.346301,68.799812,-32.695997
12.880096,68.748124,-32.610405
13.542917,68.695808,-32.525271
14.073638,68.642898,-32.440581
14.662239,68.589438,-32.356348
15.658863,68.535436,-32.272520
16.172399,68.480899,-32.189041
16.652195,68.425862,-32.105922
17.533647,68.370345,-32.023154
17.881548,68.314340,-31.940682
18.235792,68.257859,-31.858499
18.562058,68.200920,-31.776613
18.781103,68.143526,-31.695014
18.783247,68.085666,-31.613674
19.035692,68.027337,-31.532590
18.944807,67.968571,-31.451799
18.919351,67.909345,-31.371272
19.750097,67.849645,-31.290985
20.309486,67.789521,-31.210981
20.939151,67.728991,-31.131257
21.755450,67.668049,-31.051781
23.467422,67.606701,-30.972532
24.517390,67.545005,-30.893535
26.055046,67.482970,-30.814769
28.186618,67.420595,-30.736193
30.428104,67.357903,-30.657794
32.838291,67.294931,-30.579577
36.137188,67.231690,-30.501513
42.811188,67.168179,-30.423557
50.547842,67.104443,-30.345701
65.769588,67.040531,-30.267944
96.144531,66.976468,-30.190244
161.551241,66.912282,-30.112564
1079.503105,66.848042,-30.034913
-226.433513,66.783787,-29.957259
-98.000507,66.719563,-29.879571
-63.244770,66.655417,-29.801815
-45.337409,66.591412,-29.723976
-34.981030,66.527610,-29.646031
-28.409584,66.464067,-29.567945
-24.628506,66.400814,-29.489653
-22.560251,66.337921,-29.411157
-22.311022,66.275432,-29.332458
-22.261938,66.213310,-29.253495
-22.535296,66.151557,-29.174269
-23.263173,66.090188,-29.094811
-25.498007,66.029193,-29.015135
-27.542478,65.968510,-28.935215
-30.993044,65.908128,-28.855089
-37.107675,65.848028,-28.774802
-47.466009,65.788163,-28.694378
-68.263217,65.728483,-28.613850
-133.819506,65.668936,-28.533257
2630.420292,65.609478,-28.452660
154.529836,65.550047,-28.372101
83.161405,65.490605,-28.291634
62.488701,65.431092,-28.211269
52.343950,65.371493,-28.131054
46.548130,65.311779,-28.051002
43.152245,65.251935,-27.971133
42.077621,65.191930,-27.891429
42.720033,65.131762,-27.811900
44.459320,65.071426,-27.732532
48.295833,65.010927,-27.653317
55.501749,64.950274,-27.574237
68.883623,64.889482,-27.495268
96.304441,64.828566,-27.416372
180.044410,64.767569,-27.337538
973.396914,64.706523,-27.258731
-306.363565,64.645444,-27.179901
-144.713300,64.584357,-27.101008
-95.712722,64.523315,-27.022060
-74.076773,64.462328,-26.943016
-62.496159,64.401408,-26.863838
-55.805135,64.340578,-26.784518
-50.806320,64.279873,-26.705066
-47.387923,64.219290,-26.625451
-45.721378,64.158844,-26.545668
-44.906301,64.098544,-26.465717
-44.922404,64.038396,-26.385596
-45.033626,63.978386,-26.305288
-47.042052,63.918534,-26.224819
-49.352251,63.858827,-26.144188
-52.207986,63.799250,-26.063390
-55.199374,63.739798,-25.982434
-59.755044,63.680487,-25.901365
-64.774679,63.621303,-25.820180
-70.442818,63.562230,-25.738885
-77.220514,63.503267,-25.657497
-85.736085,63.444413,-25.576037
-95.871094,63.385659,-25.494513
-109.840830,63.327000,-25.412941
-126.541001,63.268418,-25.331319
-149.207818,63.209909,-25.249662
-181.175469,63.151480,-25.168000
-234.519357,63.093125,-25.086347
-295.888313,63.034809,-25.004672
-382.857350,62.976535,-24.922998
-497.702294,62.918317,-24.841357
-641.684087,62.860140,-24.759738
-863.563076,62.801974,-24.678107
-1316.571445,62.743821,-24.596474
-2510.907974,62.685698,-24.514871
-15181.290312,62.627593,-24.433286
3923.473971,62.569496,-24.351711
1800.321446,62.511411,-24.270156
1195.465099,62.453337,-24.188627
903.804792,62.395270,-24.107122
735.670602,62.337211,-24.025647
617.808298,62.279167,-23.944217
503.738196,62.221116,-23.862806
396.091176,62.163066,-23.781430
319.332993,62.105026,-23.700113
239.330600,62.047009,-23.618881
203.761835,61.988967,-23.537685
189.992066,61.930911,-23.456555
190.952533,61.872856,-23.375512
201.224853,61.814801,-23.294560
244.505595,61.756715,-23.213646
350.412749,61.698601,-23.132762
839.416049,61.640467,-23.051898
-1168.487175,61.582325,-22.971042
-303.687032,61.524189,-22.890178
-160.685425,61.466053,-22.809257
-109.460847,61.407921,-22.728235
-79.371527,61.349844,-22.647134
-60.575513,61.291852,-22.565933
-46.480358,61.233930,-22.484545
-41.382405,61.176077,-22.402889
-36.653156,61.118386,-22.321040
-33.553079,61.060875,-22.238974
-31.201186,61.003540,-22.156636
-31.292836,60.946364,-22.073968
-31.017181,60.889399,-21.991037
-30.575925,60.832659,-21.907854
-30.917754,60.776146,-21.824417
-31.902855,60.719831,-21.740689
-34.045709,60.663704,-21.656669
-34.884652,60.607772,-21.572397
-38.184787,60.552053,-21.487920
-43.458213,60.496503,-21.403216
-52.971954,60.441079,-21.318273
