radius_of_curvature_m,x,y
-444.088531,-11.665486,-62.498319
-406.507186,-11.573022,-62.536233
-385.165026,-11.480574,-62.574166
-379.256549,-11.388146,-62.612119
-391.758252,-11.295735,-62.650093
-422.285660,-11.203320,-62.688096
-485.550755,-11.110897,-62.726128
-602.124872,-11.018483,-62.764179
-870.607818,-10.926068,-62.802247
-1905.847167,-10.833635,-62.840335
4633.541296,-10.741159,-62.878447
989.975333,-10.648614,-62.916584
532.484894,-10.556025,-62.954728
346.404511,-10.463406,-62.992864
250.446558,-10.370727,-63.030993
194.216648,-10.277959,-63.069116
152.450632,-10.185071,-63.107231
134.010146,-10.092026,-63.145340
112.236127,-9.998927,-63.183388
98.836469,-9.905739,-63.221376
88.557575,-9.812429,-63.259302
80.966643,-9.718981,-63.297161
74.932371,-9.625372,-63.334950
72.540395,-9.531603,-63.372658
68.751838,-9.437757,-63.410244
66.564096,-9.343819,-63.447707
64.944637,-9.249794,-63.485040
64.302049,-9.155694,-63.522233
64.259567,-9.061525,-63.559282
64.975247,-8.967299,-63.596183
66.122520,-8.873038,-63.632929
68.707214,-8.778765,-63.669514
71.518435,-8.684480,-63.705944
75.595603,-8.590217,-63.742212
80.994981,-8.496018,-63.778313
87.654367,-8.401900,-63.814247
100.226956,-8.307833,-63.850040
117.768530,-8.213829,-63.885701
143.358232,-8.119914,-63.921236
189.073234,-8.026160,-63.956636
296.938527,-7.932644,-63.991890
784.214700,-7.839343,-64.027027
-955.848548,-7.746208,-64.062088
-336.134243,-7.653172,-64.097123
-201.963985,-7.560299,-64.132127
-151.396680,-7.467645,-64.167101
-111.654306,-7.375255,-64.202045
-95.259875,-7.283008,-64.237027
-83.509389,-7.190903,-64.272063
-74.922026,-7.098851,-64.307204
-68.307263,-7.006850,-64.342464
-64.089644,-6.914891,-64.377860
-60.329025,-6.822985,-64.413397
-57.426385,-6.731110,-64.449095
-55.475996,-6.639220,-64.484981
-53.702513,-6.547254,-64.521084
-53.989128,-6.455146,-64.557438
-54.654108,-6.362944,-64.594025
-54.423267,-6.270691,-64.630826
-54.955579,-6.178297,-64.667880
-55.266592,-6.085689,-64.705214
-56.701022,-5.992850,-64.742836
-62.494460,-5.899676,-64.780784
-65.413594,-5.806399,-64.818951
-70.606474,-5.712978,-64.857345
-74.770667,-5.619327,-64.895990
-79.262743,-5.525463,-64.934873
-87.999477,-5.431437,-64.973963
-99.194172,-5.337182,-65.013277
-111.493335,-5.242781,-65.052766
-128.076061,-5.148265,-65.092404
-139.071583,-5.053603,-65.132195
-166.506232,-4.958927,-65.172073
-199.137564,-4.864223,-65.212031
-248.658206,-4.769491,-65.252059
-323.120881,-4.674744,-65.292139
-466.314964,-4.580043,-65.332236
-775.666744,-4.485383,-65.372340
-2162.245912,-4.390798,-65.412427
2932.694125,-4.296345,-65.452463
905.752344,-4.202089,-65.492413
522.196279,-4.108106,-65.532233
370.000837,-4.014309,-65.571954
295.301569,-3.920595,-65.611609
248.823526,-3.827065,-65.651149
220.050253,-3.733827,-65.690520
195.425998,-3.640986,-65.729674
193.769877,-3.548637,-65.768565
172.283449,-3.456539,-65.807294
170.905778,-3.364498,-65.845936
168.401637,-3.272581,-65.884464
169.955210,-3.180849,-65.922850
172.183934,-3.089356,-65.961074
186.372548,-2.998151,-65.999116
197.976750,-2.907134,-66.037023
221.627070,-2.816133,-66.074871
258.050537,-2.725166,-66.112658
320.552955,-2.634253,-66.150381
446.695536,-2.543411,-66.188043
794.585578,-2.452646,-66.225649
26363.673946,-2.361954,-66.263212
-834.564910,-2.271255,-66.300778
-387.411279,-2.180540,-66.338363
-245.782245,-2.089791,-66.375990
-176.273859,-1.998985,-66.413683
-136.050186,-1.908091,-66.451472
-112.894007,-1.817096,-66.489380
-95.207860,-1.726051,-66.527403
-83.160528,-1.634983,-66.565546
-74.798720,-1.543848,-66.603844
-68.653655,-1.452601,-66.642331
-64.757664,-1.361199,-66.681038
-62.742288,-1.269646,-66.719975
-57.844207,-1.177945,-66.759148
-56.424043,-1.086276,-66.798492
-54.971572,-0.994611,-66.838027
-54.233555,-0.902919,-66.877771
-54.047175,-0.811174,-66.917739
-54.858551,-0.719374,-66.957933
-53.605006,-0.627516,-66.998354
-54.907349,-0.535713,-67.038953
-56.239196,-0.443962,-67.079732
-58.309916,-0.352250,-67.120688
-60.989299,-0.260570,-67.161820
-64.650101,-0.168918,-67.203120
-68.487443,-0.077296,-67.244578
-74.801587,0.014255,-67.286166
-82.951946,0.105728,-67.327866
-93.962961,0.197113,-67.369660
-108.491970,0.288397,-67.411526
-130.595029,0.379583,-67.453449
-163.357164,0.470697,-67.495423
-206.758567,0.561764,-67.537445
-277.097038,0.652775,-67.579493
-402.293056,0.743719,-67.621552
-682.424786,0.834589,-67.663604
-2020.340522,0.925384,-67.705636
2906.959277,1.016141,-67.747658
948.559539,1.106901,-67.789677
595.378003,1.197667,-67.831688
451.613655,1.288444,-67.873685
379.167529,1.379239,-67.915666
338.005941,1.470037,-67.957620
312.398126,1.560842,-67.999544
298.046664,1.651686,-68.041451
292.929535,1.742584,-68.083347
295.468492,1.833555,-68.125239
307.978444,1.924618,-68.167135
330.078407,2.015751,-68.209029
364.700532,2.106918,-68.250904
422.562851,2.198142,-68.292776
515.407850,2.289449,-68.334659
690.590770,2.380866,-68.376571
1042.208273,2.472417,-68.418529
1772.830141,2.564101,-68.460536
6190.191592,2.655819,-68.502553
-4787.919254,2.747568,-68.544582
-1833.973838,2.839363,-68.586635
-1184.442704,2.931215,-68.628720
-893.526276,3.023137,-68.670846
-756.501142,3.115134,-68.713019
-658.332112,3.207150,-68.755216
-592.759067,3.299165,-68.797429
-548.874820,3.391178,-68.839660
-519.674905,3.483187,-68.881911
-500.653002,3.575188,-68.924178
-493.017542,3.667172,-68.966461
-496.738521,3.759149,-69.008763
-500.905820,3.851105,-69.051079
-514.691467,3.943026,-69.093400
-537.493297,4.034896,-69.135720
-570.229145,4.126694,-69.178028
-626.921316,4.218400,-69.220313
-713.948309,4.310035,-69.262582
-825.082815,4.401637,-69.304853
-992.189688,4.493189,-69.347114
-1214.606869,4.584661,-69.389349
-1536.374051,4.676030,-69.431546
-2038.224688,4.767271,-69.473691
-3088.809023,4.858388,-69.515785
-4972.198064,4.949464,-69.557863
-11973.343163,5.040507,-69.599928
52154.966443,5.131505,-69.641973
9075.835544,5.222443,-69.683990
5300.751057,5.313307,-69.725972
3925.068030,5.404083,-69.767911
3275.549310,5.494823,-69.809831
2896.297405,5.585543,-69.851738
2693.238351,5.676246,-69.893633
2593.042516,5.766926,-69.935514
2580.420467,5.857578,-69.977378
2647.987819,5.948198,-70.019223
2849.116020,6.038787,-70.061049
3156.799786,6.129375,-70.102871
3717.086529,6.219962,-70.144689
4773.513428,6.310550,-70.186505
7266.849995,6.401144,-70.228321
18573.211164,6.491745,-70.270139
-23312.075707,6.582360,-70.311963
-7260.009124,6.672990,-70.353794
-4607.259506,6.763633,-70.395632
-3508.785088,6.854287,-70.437478
-2946.688426,6.944958,-70.479335
-2625.566973,7.035652,-70.521206
-2446.650022,7.126374,-70.563095
-2348.714789,7.217129,-70.605003
-2335.400956,7.307895,-70.646921
-2391.789651,7.398666,-70.688846
-2530.356786,7.489444,-70.730778
-2783.327612,7.580230,-70.772719
-3222.009277,7.671028,-70.814669
-4020.383182,7.761838,-70.856628
-5694.931872,7.852657,-70.898595
-11459.733550,7.943474,-70.940562
74646.964188,8.034293,-70.982530
7856.914413,8.125111,-71.024499
3935.538043,8.215930,-71.066466
2536.986085,8.306747,-71.108429
1828.998661,8.397561,-71.150387
1399.635062,8.488366,-71.192335
1114.582732,8.579167,-71.234272
917.840764,8.669966,-71.276199
769.212007,8.760759,-71.318112
665.469950,8.851543,-71.360005
600.327557,8.942312,-71.401875
560.376334,9.033063,-71.443719
531.878233,9.123802,-71.485538
520.042476,9.214543,-71.527337
518.439521,9.305285,-71.569115
527.809107,9.396024,-71.610871
548.945552,9.486758,-71.652604
585.977421,9.577486,-71.694314
643.783553,9.668209,-71.736004
734.981152,9.758932,-71.777676
887.914077,9.849661,-71.819336
1173.219744,9.940395,-71.860986
1857.143201,10.031133,-71.902629
5418.692601,10.121875,-71.944268
-4794.228575,10.212623,-71.985908
-1562.271377,10.303373,-72.027551
-898.642186,10.394125,-72.069201
-615.495500,10.484878,-72.110865
-459.561253,10.575635,-72.152548
-361.611177,10.666399,-72.194259
-294.477852,10.757172,-72.236004
-246.383542,10.847951,-72.277789
-210.658348,10.938727,-72.319618
-182.103810,11.029492,-72.361493
-160.484317,11.120250,-72.403427
-143.743563,11.211006,-72.445427
-130.602164,11.301761,-72.487504
-119.239477,11.392518,-72.529667
-110.786654,11.483259,-72.571914
-103.080675,11.573967,-72.614246
-96.562069,11.664640,-72.656669
-90.912869,11.755276,-72.699189
-85.997050,11.845873,-72.741812
-81.625852,11.936428,-72.784545
-77.690421,12.026934,-72.827390
-74.200730,12.117382,-72.870351
-71.109053,12.207769,-72.913432
-68.294926,12.298090,-72.956638
-65.748015,12.388338,-72.999971
-63.365362,12.478504,-73.043435
-61.342282,12.568582,-73.087031
-59.059280,12.658564,-73.130762
-57.192303,12.748460,-73.174640
-55.485619,12.838267,-73.218669
-53.877994,12.927972,-73.262849
-52.352024,13.017563,-73.307179
-50.956022,13.107026,-73.351658
-49.728750,13.196353,-73.396289
-48.319331,13.285552,-73.441080
-47.807982,13.374645,-73.486048
-47.420054,13.463618,-73.531188
-47.359595,13.552458,-73.576495
-47.452807,13.641154,-73.621965
-48.212844,13.729696,-73.667590
-48.463810,13.818089,-73.713370
-49.625886,13.906374,-73.759324
-51.149448,13.994554,-73.805448
-53.136499,14.082623,-73.851731
-55.661358,14.170575,-73.898164
-58.946804,14.258406,-73.944733
-62.843001,14.346112,-73.991426
-68.156467,14.433718,-74.038242
-75.628132,14.521251,-74.085184
-85.833674,14.608712,-74.132234
-100.593822,14.696103,-74.179378
-123.950422,14.783426,-74.226595
-162.798991,14.870684,-74.273867
-256.070176,14.957879,-74.321174
-640.297540,15.045056,-74.368515
1063.826629,15.132222,-74.415866
277.734017,15.219384,-74.463205
161.762499,15.306553,-74.510507
116.576010,15.393739,-74.557750
90.861455,15.480953,-74.604912
77.390223,15.568221,-74.651981
68.318394,15.655557,-74.698943
62.250297,15.742978,-74.745787
58.026387,15.830501,-74.792507
55.299028,15.918143,-74.839099
53.149754,16.005922,-74.885563
52.087886,16.093807,-74.931872
51.849040,16.181807,-74.978029
52.381887,16.269943,-75.024042
53.739765,16.358240,-75.069927
56.094393,16.446720,-75.115699
59.754080,16.535398,-75.161375
63.772278,16.624196,-75.206925
70.847385,16.713111,-75.252360
81.115323,16.802168,-75.297711
97.264914,16.891396,-75.343010
127.045704,16.980822,-75.388295
177.505619,17.070476,-75.433606
325.022817,17.160218,-75.478898
6630.111720,17.250027,-75.524190
-373.215250,17.339931,-75.569528
-182.504537,17.429955,-75.614957
-123.200036,17.520124,-75.660521
-100.209298,17.610457,-75.706261
-85.980892,17.700870,-75.752155
-74.614673,17.791248,-75.798165
-67.567299,17.881600,-75.844316
-62.662989,17.971932,-75.890629
-59.459935,18.062249,-75.937117
-57.124852,18.152551,-75.983793
-56.800910,18.242835,-76.030663
-56.308444,18.333047,-76.077700
-56.603422,18.423161,-76.124893
-57.659156,18.513166,-76.172235
-59.620950,18.603047,-76.219714
-62.409037,18.692786,-76.267313
-68.454260,18.782375,-76.315018
-74.189945,18.871864,-76.362841
-83.709311,18.961249,-76.410765
-97.591121,19.050503,-76.458757
-121.059588,19.139595,-76.506781
-160.795334,19.228491,-76.554796
-309.032115,19.317154,-76.602754
-1142.561815,19.405697,-76.650686
440.207142,19.494090,-76.698546
211.703729,19.582405,-76.746338
140.954282,19.670600,-76.794012
108.340474,19.758637,-76.841520
89.597278,19.846479,-76.888819
78.936268,19.934184,-76.935919
69.839175,20.021800,-76.982829
62.944271,20.109364,-77.029551
59.658151,20.196934,-77.076100
57.068198,20.284482,-77.122452
55.272253,20.371982,-77.168584
54.999914,20.459410,-77.214479
55.162677,20.546800,-77.260156
54.531367,20.634163,-77.305619
56.647315,20.721593,-77.350918
59.272157,20.809072,-77.396050
63.297372,20.896583,-77.441015
69.253624,20.984112,-77.485818
77.260532,21.071644,-77.530466
90.535247,21.159148,-77.574961
114.178148,21.246710,-77.619366
161.110457,21.334323,-77.663703
297.299586,21.421978,-77.707994
3969.877855,21.509670,-77.752269
-359.056911,21.597395,-77.796557
-172.659939,21.685153,-77.840892
-116.739607,21.772894,-77.885281
-90.870666,21.860621,-77.929755
-76.166196,21.948340,-77.974344
-66.971540,22.036058,-78.019074
-60.960237,22.123782,-78.063970
-56.078873,22.211533,-78.109059
-52.887305,22.299286,-78.154343
-51.324447,22.386965,-78.199796
-50.577580,22.474587,-78.245433
-50.810700,22.562169,-78.291266
-51.754686,22.649727,-78.337303
-54.105422,22.737292,-78.383557
-55.413044,22.824877,-78.430029
-60.725396,22.912393,-78.476661
-67.747257,22.999863,-78.523453
-79.181735,23.087315,-78.570399
-97.875606,23.174776,-78.617491
-136.774975,23.262271,-78.664715
-213.353307,23.349829,-78.712056
-798.378095,23.437383,-78.759446
517.909246,23.524966,-78.806866
193.213436,23.612606,-78.854295
121.286322,23.700330,-78.901712
90.439542,23.788146,-78.949085
74.035915,23.876069,-78.996391
63.739243,23.964054,-79.043579
57.186879,24.052116,-79.090631
52.744402,24.140266,-79.137533
49.681568,24.228517,-79.184275
47.966293,24.316888,-79.230854
46.770135,24.405366,-79.277255
46.684870,24.493918,-79.323455
47.392756,24.582536,-79.369448
48.575549,24.671206,-79.415233
51.129477,24.759957,-79.460830
55.059624,24.848795,-79.506252
60.890065,24.937686,-79.551500
70.203789,25.026593,-79.596574
84.800528,25.115483,-79.641481
115.970120,25.204321,-79.686232
185.332875,25.293183,-79.730900
477.146655,25.382026,-79.775499
-801.227442,25.470811,-79.820045
-218.675662,25.559497,-79.864556
-122.642926,25.648044,-79.909047
-88.400670,25.736486,-79.953575
-71.974343,25.824840,-79.998181
-61.719509,25.913080,-80.042882
-55.137632,26.001197,-80.087697
-50.351243,26.089174,-80.132639
-46.710779,26.177020,-80.177731
-44.940908,26.264772,-80.223009
-43.767867,26.352426,-80.268479
-43.239540,26.439976,-80.314146
-43.544402,26.527413,-80.360008
-44.483829,26.614753,-80.406071
-46.367352,26.702023,-80.452345
-49.474128,26.789246,-80.498831
-53.244876,26.876451,-80.545531
-59.159126,26.963626,-80.592423
-67.201431,27.050778,-80.639491
-77.640329,27.137907,-80.686712
-92.074472,27.225051,-80.734085
-115.707874,27.312245,-80.781607
-141.885408,27.399527,-80.829275
-207.185855,27.486814,-80.877025
-319.309655,27.574119,-80.924840
-591.216098,27.661471,-80.972716
-1804.168518,27.748896,-81.020652
5329.361558,27.836412,-81.068646
1296.168006,27.923964,-81.116657
970.974639,28.011530,-81.164667
1041.027727,28.099122,-81.212680
1800.123500,28.186739,-81.260698
-7843.295420,28.274376,-81.308720
-848.112806,28.361999,-81.356737
-373.297540,28.449589,-81.404750
-224.484525,28.537154,-81.452780
-151.819481,28.624665,-81.500832
-116.464251,28.712090,-81.548911
-91.142642,28.799390,-81.597020
-74.741346,28.886581,-81.645193
-64.637672,28.973678,-81.693465
-56.549465,29.060645,-81.741840
-50.748842,29.147447,-81.790323
-46.278529,29.234056,-81.838922
-43.442148,29.320527,-81.887686
-41.846206,29.406863,-81.936633
-40.923229,29.493048,-81.985764
-40.660490,29.579073,-82.035080
-41.187982,29.664935,-82.084580
-42.344127,29.750676,-82.134285
-44.411638,29.836309,-82.184194
-47.559360,29.921848,-82.234305
-52.388160,30.007315,-82.284612
-59.251029,30.092735,-82.335109
-70.128249,30.178089,-82.385759
-86.999225,30.263410,-82.436553
-116.138876,30.348736,-82.487481
-180.508049,30.434107,-82.538535
-359.311982,30.519547,-82.589696
2253.474951,30.605010,-82.640901
257.283972,30.690509,-82.692122
135.285310,30.776086,-82.743344
94.320483,30.861782,-82.794553
74.032602,30.947631,-82.845730
61.004252,31.033596,-82.896819
52.643178,31.119655,-82.947774
46.853604,31.205833,-82.998579
42.636143,31.292150,-83.049218
39.071121,31.378630,-83.099680
36.620351,31.465252,-83.149930
34.783080,31.551995,-83.199933
33.459582,31.638857,-83.249673
32.184763,31.725830,-83.299131
31.246502,31.812943,-83.348311
30.955458,31.900196,-83.397205
30.843953,31.987568,-83.445795
31.158090,32.075041,-83.494072
31.299481,32.162592,-83.542026
32.456014,32.250253,-83.589679
33.596050,32.338043,-83.637054
34.981237,32.425937,-83.684148
36.550144,32.513911,-83.730963
38.323711,32.601950,-83.777506
41.005023,32.690071,-83.823799
43.504866,32.778304,-83.869879
46.749965,32.866644,-83.915757
50.738083,32.955085,-83.961449
55.870404,33.043616,-84.006969
62.415000,33.132231,-84.052332
71.074580,33.220946,-84.097568
82.201576,33.309772,-84.142704
96.245371,33.398721,-84.187766
113.176370,33.487755,-84.232755
134.996524,33.576853,-84.277678
165.538648,33.666007,-84.322546
207.065066,33.755222,-84.367377
268.815385,33.844503,-84.412187
351.880778,33.933854,-84.456991
474.877329,34.023234,-84.501777
647.682473,34.112610,-84.546537
829.856770,34.201976,-84.591274
900.135520,34.291331,-84.635992
797.956984,34.380730,-84.680719
621.931700,34.470101,-84.725417
460.663634,34.559401,-84.770062
321.913489,34.648599,-84.814631
223.306947,34.737739,-84.859136
170.779701,34.826864,-84.903584
133.206274,34.915907,-84.947925
112.665105,35.004823,-84.992121
84.252539,35.093576,-85.036136
73.376811,35.182341,-85.080029
62.962440,35.271097,-85.123768
55.698393,35.359834,-85.167324
47.791517,35.448533,-85.210665
42.932752,35.537260,-85.253795
39.533114,35.626029,-85.296693
36.633096,35.714893,-85.339365
34.813886,35.803892,-85.381807
33.063228,35.893018,-85.424001
31.781613,35.982303,-85.465945
30.560648,36.071801,-85.507650
30.681564,36.161580,-85.549136
30.496463,36.251588,-85.590375
30.135963,36.341824,-85.631365
30.122800,36.432356,-85.672130
29.802361,36.523233,-85.712690
30.977208,36.614391,-85.753013
31.131626,36.705748,-85.793072
32.008702,36.797353,-85.832890
32.293141,36.889251,-85.872495
32.915066,36.981402,-85.911870
34.577216,37.073735,-85.950993
35.884686,37.166278,-85.989888
37.908963,37.259054,-86.028576
37.252461,37.352072,-86.067072
38.642646,37.445128,-86.105293
39.994791,37.538311,-86.143282
41.331427,37.631590,-86.181036
41.809677,37.724919,-86.218546
41.781540,37.818157,-86.255759
42.603422,37.911376,-86.292706
44.320139,38.004596,-86.329401
46.967805,38.097730,-86.365819
48.721845,38.190726,-86.401955
51.123470,38.283612,-86.437830
55.794462,38.376424,-86.473471
64.226857,38.469051,-86.508852
75.003000,38.561508,-86.544005
94.603665,38.653868,-86.578983
139.233736,38.746119,-86.613810
300.539388,38.838182,-86.648493
-550.132285,38.930046,-86.683069
-146.462528,39.021871,-86.717648
-82.930983,39.113634,-86.752275
-61.524335,39.205308,-86.786990
-50.625234,39.296880,-86.821833
-44.938902,39.388371,-86.856845
-41.876969,39.479794,-86.892059
-40.531024,39.571162,-86.927496
-40.852439,39.662500,-86.963174
-42.072682,39.753830,-86.999101
-45.738934,39.845093,-87.035246
-51.868031,39.936341,-87.071610
-65.080394,40.027653,-87.108198
-87.221906,40.119100,-87.145002
-164.997131,40.210602,-87.181944
962.093391,40.302146,-87.218965
131.368981,40.393826,-87.256030
77.254830,40.485714,-87.293101
55.765883,40.577766,-87.330101
42.935400,40.669921,-87.366952
35.661115,40.762240,-87.403622
31.164382,40.854775,-87.440081
27.509651,40.947477,-87.476264
24.858693,41.040319,-87.512115
22.977780,41.133332,-87.547607
21.101209,41.226536,-87.582708
19.784322,41.319896,-87.617367
18.900913,41.413410,-87.651550
18.688165,41.507075,-87.685234
18.500928,41.600894,-87.718409
18.600572,41.694887,-87.751080
18.780924,41.789047,-87.783246
19.004770,41.883367,-87.814909
19.426409,41.977866,-87.846084
19.989561,42.072543,-87.876781
20.754530,42.167396,-87.907015
21.557368,42.262426,-87.936804
22.796802,42.357619,-87.966163
24.306729,42.452977,-87.995117
26.317347,42.548506,-88.023696
28.861311,42.644170,-88.051922
30.890053,42.739965,-88.079825
32.985952,42.835904,-88.107434
34.784774,42.931969,-88.134763
36.077830,43.028132,-88.161821
36.564559,43.124405,-88.188622
37.430793,43.220808,-88.215175
36.664318,43.317295,-88.241472
35.471334,43.413873,-88.267511
33.935477,43.510564,-88.293287
32.057415,43.607372,-88.318788
29.656924,43.704271,-88.343988
27.202354,43.801280,-88.368867
24.959754,43.898429,-88.393400
23.105250,43.995709,-88.417551
21.817007,44.093106,-88.441284
20.836189,44.190639,-88.464577
19.981669,44.288321,-88.487409
19.383297,44.386125,-88.509753
18.964464,44.484049,-88.531593
18.660289,44.582089,-88.552915
18.487370,44.680245,-88.573711
18.444642,44.778505,-88.593973
18.499353,44.876850,-88.613696
18.698671,44.975254,-88.632878
18.959513,45.073748,-88.651529
19.291911,45.172299,-88.669653
19.491993,45.270864,-88.687250
19.462639,45.369454,-88.704329
19.443267,45.468096,-88.720895
19.354618,45.566757,-88.736942
19.269618,45.665405,-88.752465
19.050125,45.764109,-88.767473
18.864477,45.862855,-88.781958
18.680279,45.961625,-88.795913
18.475539,46.060429,-88.809336
18.236584,46.159291,-88.822223
17.950096,46.258204,-88.834567
17.845434,46.357168,-88.846361
17.588261,46.456194,-88.857600
17.476440,46.555287,-88.868280
17.396178,46.654460,-88.878396
17.373794,46.753714,-88.887947
17.131222,46.853039,-88.896928
16.840895,46.952456,-88.905334
16.702229,47.051990,-88.913156
16.395604,47.151605,-88.920386
16.074445,47.251307,-88.927010
15.712513,47.351129,-88.933019
15.567938,47.451099,-88.938400
15.195260,47.551130,-88.943137
14.867798,47.651264,-88.947218
14.628079,47.751548,-88.950628
14.460495,47.851962,-88.953354
14.060160,47.952434,-88.955380
13.756464,48.053011,-88.956690
13.604733,48.153727,-88.957266
13.561331,48.254499,-88.957097
13.355674,48.355268,-88.956178
13.233455,48.456027,-88.954500
13.016935,48.556751,-88.952054
12.864732,48.657418,-88.948830
12.697367,48.757998,-88.944820
12.681578,48.858429,-88.940021
12.178560,48.958652,-88.934431
11.915853,49.058713,-88.928025
11.744069,49.158576,-88.920789
11.994578,49.258129,-88.912728
11.044802,49.357266,-88.903856
11.130893,49.456184,-88.894117
11.333743,49.554746,-88.883528
10.918499,49.652868,-88.872109
10.718181,49.750681,-88.859832
10.851212,49.848262,-88.846677
11.157463,49.945570,-88.832661
11.325064,50.042722,-88.817791
11.594603,50.139775,-88.802073
12.522939,50.236810,-88.785520
13.638342,50.333793,-88.768189
14.402531,50.430817,-88.750122
15.875692,50.528051,-88.731328
18.009565,50.625445,-88.711873
19.205618,50.722815,-88.691858
20.233256,50.820343,-88.671281
22.047370,50.918145,-88.650144
23.236516,51.016043,-88.628517
24.110899,51.113944,-88.606445
24.938378,51.211915,-88.583928
26.078193,51.310036,-88.560959
26.106595,51.408309,-88.537550
26.310009,51.506588,-88.513738
26.596140,51.604882,-88.489522
27.294990,51.703275,-88.464884
24.996188,51.801859,-88.439801
25.292763,51.900414,-88.414305
24.641539,51.998986,-88.388377
23.896425,52.097620,-88.361995
21.659879,52.196107,-88.335197
21.082034,52.294455,-88.307942
20.003014,52.392650,-88.280216
19.304394,52.490568,-88.252030
17.008252,52.588051,-88.223403
16.169092,52.685090,-88.194284
15.170377,52.781708,-88.164628
14.112171,52.877800,-88.134433
12.606005,52.973101,-88.103733
12.890834,53.067766,-88.072425
12.313762,53.161974,-88.040450
11.811096,53.255548,-88.007847
12.115840,53.348397,-87.974631
12.440472,53.440775,-87.940734
12.502340,53.532743,-87.906157
12.274439,53.624225,-87.870939
12.638595,53.715277,-87.835054
13.068132,53.805943,-87.798509
13.161344,53.896285,-87.761303
13.442127,53.986339,-87.723434
13.839956,54.076139,-87.684901
14.105791,54.165706,-87.645716
14.763845,54.255037,-87.605897
15.442097,54.344197,-87.565443
16.262330,54.433265,-87.524348
16.290076,54.522314,-87.482602
17.008203,54.611190,-87.440286
17.481745,54.699942,-87.397393
18.547338,54.788659,-87.353901
18.398004,54.877348,-87.309828
18.860487,54.965904,-87.265229
19.284459,55.054374,-87.220086
20.087195,55.142801,-87.174392
19.401756,55.231189,-87.128153
19.354186,55.319439,-87.081410
19.792748,55.407640,-87.034111
19.217332,55.495747,-86.986281
18.373448,55.583750,-86.937909
17.776548,55.671631,-86.888977
18.061843,55.759438,-86.839438
16.942956,55.847083,-86.789335
16.605988,55.934485,-86.738681
16.161577,56.021664,-86.687445
15.776459,56.108617,-86.635606
15.240070,56.195256,-86.583197
14.818764,56.281541,-86.530217
14.338099,56.367441,-86.476661
13.716199,56.452925,-86.422521
13.240320,56.537969,-86.367778
12.720579,56.622497,-86.312448
12.160415,56.706427,-86.256554
11.208977,56.789764,-86.200045
10.593117,56.872475,-86.142873
10.301929,56.954432,-86.085073
9.419112,57.035595,-86.026629
8.891790,57.115991,-85.967439
8.589880,57.195566,-85.907470
8.383336,57.274271,-85.846716
7.944543,57.352119,-85.785130
7.735268,57.429089,-85.722668
7.727765,57.505123,-85.659340
7.695776,57.580304,-85.595074
7.636249,57.654599,-85.529894
7.578223,57.727988,-85.463809
8.041154,57.800496,-85.396804
8.286319,57.872250,-85.328834
8.441634,57.943212,-85.259986
8.587957,58.013423,-85.190251
9.101597,58.082935,-85.119610
9.285556,58.151737,-85.048140
9.544142,58.219836,-84.975871
9.764827,58.287269,-84.902797
10.029435,58.354059,-84.828926
10.361262,58.420163,-84.754338
10.759940,58.485621,-84.679032
11.040637,58.550473,-84.603006
11.193286,58.614710,-84.526304
11.795553,58.678309,-84.448976
12.215771,58.741316,-84.371025
12.069280,58.803753,-84.292456
12.049337,58.865538,-84.213371
12.331782,58.926673,-84.133765
12.513462,58.987161,-84.053658
12.299329,59.046984,-83.973089
12.259577,59.106107,-83.892094
12.168274,59.164531,-83.810667
12.140763,59.222224,-83.728845
11.752071,59.279180,-83.646630
11.491670,59.335384,-83.564011
11.210398,59.390783,-83.481034
11.180913,59.445368,-83.397687
11.084240,59.499169,-83.313914
11.102938,59.552161,-83.229754
11.606255,59.604328,-83.145246
11.860620,59.655760,-83.060304
12.088015,59.706475,-82.974942
12.282658,59.756477,-82.889182
12.856890,59.805776,-82.803042
13.177802,59.854428,-82.716484
13.614093,59.902445,-82.629530
14.117449,59.949850,-82.542184
14.595489,59.996671,-82.454445
15.342932,60.042915,-82.366350
16.239725,60.088621,-82.277892
17.030805,60.133831,-82.189059
17.409461,60.178566,-82.099865
17.949412,60.222805,-82.010386
18.155576,60.266572,-81.920603
17.955465,60.309882,-81.830497
17.616968,60.352709,-81.740109
17.050812,60.395026,-81.649469
16.270949,60.436820,-81.558556
15.296862,60.478068,-81.467352
14.287063,60.518711,-81.375895
13.205967,60.558704,-81.284169
12.118045,60.597994,-81.192156
11.123598,60.636514,-81.099839
10.138507,60.674185,-81.007219
9.325034,60.710924,-80.914275
8.712261,60.746648,-80.820990
8.251405,60.781290,-80.727336
7.884137,60.814783,-80.633313
7.608980,60.847073,-80.538907
7.508293,60.878122,-80.444102
7.408025,60.907905,-80.348906
7.371807,60.936402,-80.253329
7.398460,60.963608,-80.157365
7.599877,60.989535,-80.060998
7.752017,61.014196,-79.964282
8.009050,61.037621,-79.867223
8.392992,61.059849,-79.769823
8.944063,61.080939,-79.672075
9.519851,61.100942,-79.574051
10.311943,61.119928,-79.475758
11.207666,61.137975,-79.377191
12.244456,61.155158,-79.278364
13.319254,61.171537,-79.179346
14.656250,61.187180,-79.080147
16.140475,61.202153,-78.980763
17.896974,61.216517,-78.881216
19.900547,61.230325,-78.781559
22.469168,61.243632,-78.681805
25.367244,61.256497,-78.581951
29.083159,61.268970,-78.482016
