x,y
26.606503,-80.426782
26.694174,-80.473664
26.781820,-80.520581
26.869434,-80.567535
26.957010,-80.614525
27.044543,-80.661555
27.132040,-80.708633
27.219502,-80.755764
27.306926,-80.802951
27.394307,-80.850196
27.481644,-80.897502
27.568940,-80.944875
27.656197,-80.992319
27.743413,-81.039838
27.830590,-81.087435
27.917728,-81.135113
28.004820,-81.182869
28.091870,-81.230705
28.178891,-81.278625
28.265886,-81.326631
28.352855,-81.374721
28.439790,-81.422886
28.526696,-81.471127
28.613575,-81.519441
28.700428,-81.567824
28.787258,-81.616274
28.874067,-81.664785
28.960860,-81.713357
29.047643,-81.761983
29.134408,-81.810655
29.221155,-81.859364
29.307896,-81.908109
29.394637,-81.956883
29.481384,-82.005681
29.568143,-82.054495
29.654897,-82.103306
29.741664,-82.152110
29.828449,-82.200902
29.915261,-82.249676
30.002107,-82.298428
30.088984,-82.347148
30.175887,-82.395827
30.262823,-82.444460
30.349795,-82.493047
30.436811,-82.541587
30.523872,-82.590077
30.610968,-82.638510
30.698102,-82.686886
30.785279,-82.735209
30.872496,-82.783478
30.959751,-82.831694
31.047041,-82.879860
31.134369,-82.927981
31.221733,-82.976062
31.309117,-83.024099
31.396513,-83.072093
31.483929,-83.120054
31.571360,-83.167981
31.658803,-83.215875
31.746253,-83.263734
31.833704,-83.311556
31.921161,-83.359342
32.008617,-83.407088
32.096073,-83.454790
32.183546,-83.502452
32.271029,-83.550069
32.358511,-83.597625
32.445982,-83.645111
32.533462,-83.692527
32.620974,-83.739875
32.708508,-83.787140
32.796046,-83.834300
32.883576,-83.881338
32.971170,-83.928274
33.058832,-83.975096
33.146566,-84.021795
33.234358,-84.068351
33.322229,-84.114757
33.410194,-84.161013
33.498266,-84.207113
33.586458,-84.253055
33.674759,-84.298825
33.763173,-84.344418
33.851721,-84.389837
33.940422,-84.435086
34.029255,-84.480155
34.118210,-84.525035
34.207300,-84.569733
34.296535,-84.614251
34.385905,-84.658586
34.475367,-84.702723
34.564932,-84.746669
34.654595,-84.790425
34.744351,-84.833990
34.834183,-84.877361
34.924085,-84.920538
35.014061,-84.963525
35.104097,-85.006322
35.194185,-85.048924
35.284341,-85.091339
35.374552,-85.133564
35.464799,-85.175593
35.555063,-85.217419
35.645375,-85.259055
35.735748,-85.300507
35.826158,-85.341768
35.916584,-85.382834
36.007046,-85.423717
36.097576,-85.464436
36.188162,-85.504993
36.278777,-85.545386
36.369434,-85.585628
36.460150,-85.625738
36.550915,-85.665725
36.641722,-85.705600
36.732573,-85.745379
36.823462,-85.785076
36.914386,-85.824705
37.005340,-85.864280
37.096323,-85.903807
37.187326,-85.943291
37.278347,-85.982731
37.369383,-86.022127
37.460433,-86.061474
37.551500,-86.100765
37.642588,-86.139990
37.733701,-86.179137
37.824839,-86.218185
37.916002,-86.257114
38.007212,-86.295910
38.098483,-86.334552
38.189819,-86.373019
38.281227,-86.411292
38.372715,-86.449358
38.464290,-86.487203
38.555957,-86.524821
38.647723,-86.562204
38.739598,-86.599352
38.831582,-86.636263
38.923658,-86.672930
39.015838,-86.709362
39.108132,-86.745572
39.200545,-86.781573
39.293059,-86.817371
39.385664,-86.852973
39.478373,-86.888398
39.571195,-86.923660
39.664146,-86.958777
39.757167,-86.993725
39.850267,-87.028514
39.943452,-87.063150
40.036730,-87.097636
40.130078,-87.131959
40.223495,-87.166116
40.316971,-87.200096
40.410507,-87.233891
40.504114,-87.267497
40.597782,-87.300898
40.691492,-87.334081
40.785232,-87.367032
40.879031,-87.399754
40.972880,-87.432240
41.066770,-87.464479
41.160693,-87.496462
41.254651,-87.528188
41.348679,-87.559668
41.442775,-87.590897
41.536938,-87.621875
41.631161,-87.652597
41.725455,-87.683070
41.819827,-87.713294
41.914283,-87.743271
42.008830,-87.773004
42.103474,-87.802492
42.198193,-87.831725
42.293004,-87.860708
42.387926,-87.889445
42.482976,-87.917938
42.578120,-87.946173
42.673355,-87.974139
42.768697,-88.001836
42.864161,-88.029262
42.959730,-88.056398
43.055383,-88.083223
43.151134,-88.109729
43.246996,-88.135907
43.342960,-88.161736
43.439016,-88.187195
43.535174,-88.212269
43.631446,-88.236944
43.727819,-88.261193
43.824298,-88.284995
43.920891,-88.308331
44.017599,-88.331187
44.114427,-88.353548
44.211382,-88.375406
44.308467,-88.396755
44.405677,-88.417588
44.503016,-88.437903
44.600492,-88.457696
44.698092,-88.476967
44.795810,-88.495715
44.893652,-88.513944
44.991619,-88.531658
45.089683,-88.548863
45.187843,-88.565566
45.286106,-88.581771
45.384462,-88.597482
45.482888,-88.612699
45.581391,-88.627418
45.679980,-88.641635
45.778634,-88.655347
45.877332,-88.668549
45.976072,-88.681233
46.074851,-88.693392
46.173660,-88.705014
46.272494,-88.716085
46.371342,-88.726594
46.470185,-88.736527
46.569035,-88.745863
46.667892,-88.754587
46.766721,-88.762695
46.865477,-88.770179
46.964229,-88.777015
47.062942,-88.783200
47.161573,-88.788735
47.260164,-88.793605
47.358747,-88.797798
47.457308,-88.801313
47.555867,-88.804153
47.654446,-88.806315
47.753074,-88.807799
47.851736,-88.808624
47.950449,-88.808799
48.049273,-88.808320
48.148192,-88.807202
48.247141,-88.805476
48.346155,-88.803139
48.445266,-88.800186
48.544408,-88.796636
48.643551,-88.792499
48.742706,-88.787772
48.841878,-88.782447
48.941051,-88.776527
49.040196,-88.770014
49.139306,-88.762902
49.238373,-88.755186
49.337388,-88.746862
49.436351,-88.737919
49.535241,-88.728354
49.634031,-88.718163
49.732698,-88.707346
49.831282,-88.695880
49.929773,-88.683759
50.028140,-88.670986
50.126363,-88.657565
50.224483,-88.643477
50.322488,-88.628724
50.420350,-88.613312
50.518055,-88.597250
50.615646,-88.580522
50.713096,-88.563135
50.810386,-88.545102
50.907523,-88.526425
51.004523,-88.507102
51.101369,-88.487144
51.198046,-88.466562
51.294581,-88.445345
51.390968,-88.423497
51.487195,-88.401022
51.583266,-88.377915
51.679181,-88.354171
51.774944,-88.329791
51.870545,-88.304773
51.965976,-88.279116
52.061251,-88.252818
52.156367,-88.225877
52.251302,-88.198302
52.346054,-88.170090
52.440650,-88.141241
52.535058,-88.111768
52.629268,-88.081677
52.723292,-88.050968
52.817139,-88.019649
52.910780,-87.987738
53.004217,-87.955236
53.097476,-87.922139
53.190546,-87.888469
53.283431,-87.854228
53.376150,-87.819410
53.468709,-87.784014
53.561074,-87.748067
53.653266,-87.711565
53.745305,-87.674501
53.837164,-87.636883
53.928826,-87.598718
54.020319,-87.560001
54.111669,-87.520726
54.202792,-87.480908
54.293717,-87.440533
54.384461,-87.399597
54.474949,-87.358118
54.565136,-87.316091
54.655022,-87.273494
54.744553,-87.230335
54.833665,-87.186620
54.922328,-87.142317
55.010550,-87.097395
55.098291,-87.051847
55.185470,-87.005672
55.272098,-86.958834
55.358246,-86.911300
55.443866,-86.863067
55.528915,-86.814145
55.613464,-86.764507
55.697559,-86.714133
55.781186,-86.663036
55.864325,-86.611241
55.947010,-86.558735
56.029279,-86.505507
56.111111,-86.451590
56.192506,-86.396996
56.273472,-86.341725
56.354007,-86.285781
56.434110,-86.229186
56.513794,-86.171943
56.593071,-86.114054
56.671888,-86.055545
56.750242,-85.996414
56.828136,-85.936666
56.905566,-85.876305
56.982478,-85.815346
57.058871,-85.753774
57.134745,-85.691589
57.210097,-85.628791
57.284879,-85.565391
57.359098,-85.501373
57.432758,-85.436733
57.505843,-85.371477
57.578334,-85.305599
57.650239,-85.239092
57.721567,-85.171952
57.792289,-85.104194
57.862416,-85.035817
57.931960,-84.966821
58.000918,-84.897214
58.069284,-84.827010
58.137062,-84.756213
58.204253,-84.684829
58.270853,-84.612866
58.336854,-84.540337
58.402250,-84.467248
58.467048,-84.393598
58.531233,-84.319399
58.594790,-84.244663
58.657726,-84.169382
58.720032,-84.093558
58.781681,-84.017207
58.842668,-83.940326
58.902995,-83.862906
58.962635,-83.784957
59.021560,-83.706492
59.079782,-83.627492
59.137282,-83.547959
59.194028,-83.467905
59.249994,-83.387336
59.305204,-83.306226
59.359632,-83.224580
59.413256,-83.142408
59.466062,-83.059710
59.518048,-82.976478
59.569200,-82.892716
59.619510,-82.808431
59.668969,-82.723625
59.717571,-82.638308
59.765323,-82.552490
59.812242,-82.466173
59.858329,-82.379371
59.903586,-82.292108
59.948044,-82.204400
59.991735,-82.116246
60.034651,-82.027686
60.076805,-81.938742
60.118225,-81.849438
60.158931,-81.759781
60.198931,-81.669798
60.238238,-81.579500
60.276860,-81.488916
60.314809,-81.398043
60.352083,-81.306890
60.388668,-81.215473
60.424562,-81.123801
60.459772,-81.031853
60.494281,-80.939641
60.528074,-80.847179
60.561168,-80.754445
60.593561,-80.661437
60.625244,-80.568162
60.656209,-80.474628
60.686462,-80.380826
60.716000,-80.286761
60.744820,-80.192437
60.772925,-80.097863
60.800314,-80.003047
60.826996,-79.907996
60.852984,-79.812714
60.878284,-79.717213
60.902894,-79.621517
60.926825,-79.525631
60.950086,-79.429559
60.972676,-79.333326
60.994593,-79.236936
61.015841,-79.140396
61.036423,-79.043712
61.056330,-78.946910
61.075560,-78.849973
61.094105,-78.752909
61.111957,-78.655722
61.129102,-78.558419
61.145524,-78.460987
61.161210,-78.363429
61.176148,-78.265739
61.190326,-78.167919
61.203734,-78.069972
61.216361,-77.971896
61.228201,-77.873683
61.239244,-77.775341
61.249487,-77.676886
61.258925,-77.578309
61.267551,-77.479605
61.275366,-77.380788
61.282374,-77.281886
61.288577,-77.182894
61.293977,-77.083816
61.298579,-76.984662
61.302394,-76.885460
61.305430,-76.786213
61.307693,-76.686927
61.309192,-76.587609
61.309943,-76.488280
61.309956,-76.388947
61.309244,-76.289622
61.307821,-76.190314
61.305702,-76.091029
61.302902,-75.991781
61.299439,-75.892583
61.295328,-75.793445
61.290582,-75.694368
61.285207,-75.595360
61.279210,-75.496434
61.272595,-75.397594
61.265363,-75.298844
61.257506,-75.200189
61.249018,-75.101645
61.239893,-75.003205
61.230118,-74.904879
61.219675,-74.806675
61.208545,-74.708605
61.196711,-74.610659
61.184149,-74.512852
61.170833,-74.415196
61.156741,-74.317697
61.141858,-74.220346
61.126169,-74.123154
61.109663,-74.026130
61.092332,-73.929280
61.074173,-73.832595
61.055186,-73.736082
61.035371,-73.639745
61.014735,-73.543586
60.993287,-73.447601
60.971037,-73.351791
60.948001,-73.256155
60.924196,-73.160691
60.899643,-73.065396
60.874367,-72.970267
60.848387,-72.875299
60.821723,-72.780486
60.794389,-72.685826
60.766397,-72.591311
60.737759,-72.496941
60.708484,-72.402717
60.678576,-72.308640
60.648034,-72.214703
60.616856,-72.120899
60.585054,-72.027250
60.552617,-71.933760
60.519535,-71.840421
60.485793,-71.747218
60.451401,-71.654186
60.416351,-71.561347
60.380623,-71.468690
60.344201,-71.376206
60.307087,-71.283910
60.269306,-71.191858
60.230853,-71.100048
60.191725,-71.008480
60.151923,-70.917156
60.111462,-70.826094
60.070360,-70.735314
60.028624,-70.644827
59.986264,-70.554635
59.943290,-70.464732
59.899716,-70.375131
59.855557,-70.285848
59.810829,-70.196884
59.765546,-70.108225
59.719730,-70.019889
59.673380,-69.931862
59.626510,-69.844141
59.579135,-69.756716
59.531276,-69.669599
59.482951,-69.582801
59.434132,-69.496278
59.384830,-69.410024
59.335058,-69.324046
59.284825,-69.238348
59.234125,-69.152919
59.182955,-69.067747
59.131316,-68.982834
59.079210,-68.898177
59.026636,-68.813774
58.973596,-68.729629
58.920087,-68.645742
58.866105,-68.562109
58.811643,-68.478722
58.756722,-68.395602
58.701346,-68.312754
58.645516,-68.230169
58.589233,-68.147838
58.532513,-68.065767
58.475382,-67.983968
58.417851,-67.902434
58.359929,-67.821155
58.301630,-67.740122
58.242981,-67.659338
58.183998,-67.578798
58.124697,-67.498492
58.065092,-67.418413
58.005196,-67.338554
57.945023,-67.258905
57.884586,-67.179463
57.823898,-67.100221
57.762971,-67.021175
57.701808,-66.942315
57.640407,-66.863632
57.578769,-66.785122
57.516893,-66.706784
57.454776,-66.628617
57.392410,-66.550622
57.329785,-66.472800
57.266890,-66.395151
57.203714,-66.317676
57.140251,-66.240379
57.076511,-66.163280
57.012485,-66.086373
56.948161,-66.009649
56.883533,-65.933106
56.818619,-65.856764
56.753435,-65.780641
56.687966,-65.704707
56.622215,-65.628961
56.556193,-65.553405
56.489934,-65.478063
56.423451,-65.402915
56.356756,-65.327953
56.289872,-65.253182
56.222821,-65.178604
56.155616,-65.104205
56.088254,-65.029955
56.020753,-64.955855
55.953131,-64.881905
55.885405,-64.808107
55.817575,-64.734442
55.749636,-64.660885
55.681600,-64.587435
55.613483,-64.514091
55.545299,-64.440853
55.477064,-64.367721
55.408760,-64.294661
55.340388,-64.221663
55.271956,-64.148722
55.203466,-64.075833
55.134942,-64.003019
55.066355,-63.930247
54.997694,-63.857503
54.928954,-63.784779
54.860130,-63.712070
54.791257,-63.639418
54.722315,-63.566803
54.653298,-63.494219
54.584196,-63.421657
54.515016,-63.349128
54.445764,-63.276643
54.376441,-63.204205
54.307040,-63.131809
54.237552,-63.059451
54.167968,-62.987124
54.098312,-62.914850
54.028602,-62.842643
53.958840,-62.770501
53.889008,-62.698399
53.819106,-62.626330
53.749159,-62.554315
53.679184,-62.482365
53.609172,-62.410468
53.539109,-62.338607
53.468998,-62.266783
53.398846,-62.195001
53.328666,-62.123271
53.258448,-62.051583
53.188189,-61.979934
53.117890,-61.908325
53.047550,-61.836756
52.977170,-61.765228
52.906750,-61.693744
52.836289,-61.622304
52.765781,-61.550911
52.695222,-61.479564
52.624604,-61.408265
52.553930,-61.337022
52.483197,-61.265839
52.412403,-61.194721
52.341547,-61.123672
52.270624,-61.052692
52.199634,-60.981787
52.128577,-60.910963
52.057456,-60.840226
51.986269,-60.769581
51.915005,-60.699018
51.843669,-60.628549
51.772267,-60.558182
51.700804,-60.487928
51.629266,-60.417777
51.557640,-60.347720
51.485943,-60.277776
51.414179,-60.207956
51.342350,-60.138267
51.270434,-60.068695
51.198410,-59.999223
51.126295,-59.929871
51.054087,-59.860645
50.981785,-59.791548
50.909380,-59.722577
50.836857,-59.653724
50.764217,-59.584995
50.691459,-59.516394
50.618576,-59.447920
50.545563,-59.379571
50.472422,-59.311360
50.399145,-59.243281
50.325724,-59.175333
50.252147,-59.107511
50.178403,-59.039809
50.104513,-58.972257
50.030474,-58.904854
49.956270,-58.837590
49.881892,-58.770460
49.807334,-58.703458
49.732623,-58.636615
49.657762,-58.569934
49.582746,-58.503410
49.507570,-58.437036
49.432237,-58.370810
49.356762,-58.304746
49.281152,-58.238842
49.205413,-58.173098
49.129551,-58.107512
49.053569,-58.042078
48.977472,-57.976789
48.901275,-57.911648
48.824994,-57.846658
48.748643,-57.781823
48.672211,-57.717119
48.595694,-57.652537
48.519102,-57.588079
48.442444,-57.523751
48.365728,-57.459557
48.288938,-57.395481
48.212065,-57.331515
48.135111,-57.267664
48.058078,-57.203932
47.980967,-57.140323
47.903770,-57.076838
47.826477,-57.013472
47.749081,-56.950230
47.671579,-56.887115
47.593964,-56.824133
47.516231,-56.761292
47.438375,-56.698597
47.360385,-56.636053
47.282249,-56.573665
47.203957,-56.511435
47.125502,-56.449371
47.046895,-56.387491
46.968128,-56.325798
46.889193,-56.264295
46.810084,-56.202984
46.730795,-56.141867
46.651337,-56.080957
46.571712,-56.020258
46.491915,-55.959771
46.411947,-55.899495
46.331805,-55.839432
46.251492,-55.779582
46.171019,-55.719949
46.090388,-55.660532
46.009602,-55.601331
45.928664,-55.542344
45.847576,-55.483565
45.766342,-55.424990
45.684973,-55.366621
45.603473,-55.308456
45.521846,-55.250495
45.440092,-55.192737
45.358195,-55.135169
45.276173,-55.077798
45.194027,-55.020625
45.111757,-54.963652
45.029363,-54.906878
44.946838,-54.850300
44.864179,-54.793918
44.781396,-54.737736
44.698486,-54.681757
44.615447,-54.625983
44.532278,-54.570414
44.448974,-54.515051
44.365534,-54.459898
44.281958,-54.404958
44.198242,-54.350234
44.114382,-54.295728
44.030380,-54.241446
43.946235,-54.187391
43.861944,-54.133564
43.777504,-54.079966
43.692914,-54.026598
43.608175,-53.973461
43.523294,-53.920561
43.438271,-53.867898
43.353100,-53.815470
43.267777,-53.763275
43.182301,-53.711316
43.096679,-53.659597
43.010909,-53.608120
42.924991,-53.556886
42.838919,-53.505896
42.752692,-53.455150
42.666311,-53.404653
42.579776,-53.354409
42.493085,-53.304418
42.406238,-53.254685
42.319233,-53.205213
42.232069,-53.156006
42.144745,-53.107067
42.057259,-53.058402
41.969609,-53.010014
41.881795,-52.961911
41.793820,-52.914098
41.705679,-52.866581
41.617370,-52.819364
41.528890,-52.772451
41.440237,-52.725847
41.351417,-52.679559
41.262434,-52.633588
41.173283,-52.587935
41.083964,-52.542603
40.994476,-52.497592
40.904819,-52.452902
40.815000,-52.408536
40.725025,-52.364491
40.634892,-52.320765
40.544603,-52.277358
40.454157,-52.234267
40.363555,-52.191489
40.272796,-52.149016
40.181896,-52.106850
40.090855,-52.064985
39.999673,-52.023416
39.908351,-51.982140
39.816883,-51.941147
39.725265,-51.900426
39.633526,-51.859980
39.541669,-51.819804
39.449694,-51.779892
39.357604,-51.740240
39.265390,-51.700837
39.173048,-51.661675
39.080603,-51.622758
38.988064,-51.584083
38.895436,-51.545649
38.802724,-51.507452
38.709916,-51.469482
38.617017,-51.431737
38.524033,-51.394217
38.430969,-51.356922
38.337831,-51.319852
38.244624,-51.283006
38.151341,-51.246381
38.057991,-51.209980
37.964579,-51.173804
37.871093,-51.137852
37.777533,-51.102126
37.683906,-51.066629
37.590215,-51.031365
37.496467,-50.996339
37.402671,-50.961559
37.308814,-50.927023
37.214873,-50.892730
37.120856,-50.858687
37.026770,-50.824899
36.932619,-50.791371
36.838410,-50.758109
36.744136,-50.725115
36.649763,-50.692383
36.555304,-50.659920
36.460766,-50.627728
36.366156,-50.595812
36.271480,-50.564170
36.176733,-50.532801
36.081891,-50.501698
35.986967,-50.470859
35.891968,-50.440285
35.796904,-50.409972
35.701781,-50.379915
35.606588,-50.350106
35.511321,-50.320535
35.415986,-50.291195
35.320593,-50.262080
35.225150,-50.233181
35.129667,-50.204493
35.034128,-50.176003
34.938541,-50.147703
34.842907,-50.119583
34.747236,-50.091639
34.651538,-50.063865
34.555810,-50.036253
34.460054,-50.008800
34.364269,-49.981500
34.268453,-49.954349
34.172612,-49.927347
34.076752,-49.900495
33.980870,-49.873794
33.884970,-49.847249
33.789048,-49.820858
33.693093,-49.794625
33.597111,-49.768556
33.501103,-49.742660
33.405073,-49.716944
33.309024,-49.691418
33.212950,-49.666086
33.116835,-49.640951
33.020685,-49.616021
32.924506,-49.591305
32.828304,-49.566809
32.732085,-49.542544
32.635850,-49.518513
32.539572,-49.494715
32.443254,-49.471154
32.346902,-49.447836
32.250522,-49.424765
32.154120,-49.401944
32.057703,-49.379374
31.961242,-49.357048
31.864736,-49.334965
31.768190,-49.313122
31.671611,-49.291518
31.575002,-49.270149
31.478355,-49.249009
31.381665,-49.228093
31.284933,-49.207396
31.188162,-49.186915
31.091352,-49.166644
30.994494,-49.146576
30.897579,-49.126705
30.800603,-49.107025
30.703582,-49.087536
30.606518,-49.068233
30.509402,-49.049109
30.412226,-49.030157
30.314981,-49.011370
30.217658,-48.992739
30.120267,-48.974265
30.022830,-48.955948
29.925344,-48.937783
29.827797,-48.919766
29.730179,-48.901890
29.632479,-48.884151
29.534702,-48.866548
29.436891,-48.849089
29.339038,-48.831768
29.241136,-48.814581
29.143179,-48.797527
29.045161,-48.780601
28.947092,-48.763803
28.848997,-48.747139
28.750873,-48.730606
28.652718,-48.714202
28.554533,-48.697926
28.456299,-48.681775
28.358035,-48.665751
28.259758,-48.649859
28.161470,-48.634098
28.063177,-48.618469
27.964850,-48.602967
27.866490,-48.587589
27.768128,-48.572339
27.669772,-48.557218
27.571428,-48.542221
27.473055,-48.527340
27.374656,-48.512572
27.276247,-48.497916
27.177842,-48.483370
27.079437,-48.468930
26.981011,-48.454586
26.882565,-48.440336
26.784107,-48.426174
26.685649,-48.412097
26.587182,-48.398099
26.488702,-48.384172
26.390209,-48.370310
26.291705,-48.356507
26.193193,-48.342757
26.094674,-48.329053
25.996149,-48.315388
25.897620,-48.301754
25.799088,-48.288145
25.700555,-48.274553
25.602023,-48.260973
25.503496,-48.247396
25.404978,-48.233816
25.306473,-48.220227
25.207969,-48.206618
25.109477,-48.192985
25.011004,-48.179320
24.912558,-48.165617
24.814127,-48.151865
24.715703,-48.138056
24.617307,-48.124183
24.518954,-48.110240
24.420640,-48.096220
24.322335,-48.082108
24.224046,-48.067901
24.125795,-48.053597
24.027596,-48.039192
23.929413,-48.024673
23.831253,-48.010039
23.733121,-47.995284
23.635032,-47.980408
23.536969,-47.965401
23.438936,-47.950261
23.340939,-47.934987
23.242980,-47.919576
23.145048,-47.904023
23.047148,-47.888327
22.949285,-47.872488
22.851462,-47.856505
22.753676,-47.840376
22.655932,-47.824103
22.558234,-47.807686
22.460584,-47.791126
22.362979,-47.774422
22.265430,-47.757578
22.167944,-47.740599
22.070503,-47.723484
21.973101,-47.706236
21.875751,-47.688864
21.778464,-47.671375
21.681211,-47.653770
21.583996,-47.636056
21.486826,-47.618238
21.389694,-47.600315
21.292575,-47.582280
21.195470,-47.564128
21.098393,-47.545856
21.001332,-47.527449
20.904278,-47.508892
20.807218,-47.490169
20.710149,-47.471261
20.613101,-47.452151
20.516059,-47.432815
20.419002,-47.413223
20.321966,-47.393369
20.224936,-47.373230
20.127944,-47.352797
20.030996,-47.332059
19.934107,-47.311014
19.837270,-47.289654
19.740489,-47.267973
19.643793,-47.245975
19.547184,-47.223657
19.450664,-47.201024
19.354240,-47.178079
19.257904,-47.154821
19.161672,-47.131260
19.065557,-47.107409
18.969558,-47.083273
18.873646,-47.058844
18.777834,-47.034131
18.682133,-47.009144
18.586519,-46.983875
18.490987,-46.958329
18.395544,-46.932509
18.300185,-46.906419
18.204893,-46.880054
18.109667,-46.853417
18.014503,-46.826509
17.919405,-46.799329
17.824368,-46.771877
17.729389,-46.744155
17.634458,-46.716159
17.539590,-46.687894
17.444802,-46.659364
17.350079,-46.630565
17.255413,-46.601494
17.160817,-46.572155
17.066322,-46.542549
16.971914,-46.512665
16.877605,-46.482503
16.783397,-46.452051
16.689310,-46.421297
16.595362,-46.390236
16.501550,-46.358851
16.407860,-46.327118
16.314339,-46.295034
16.220982,-46.262577
16.127790,-46.229725
16.034778,-46.196465
15.941961,-46.162775
15.849349,-46.128638
15.756949,-46.094036
15.664771,-46.058957
15.572830,-46.023393
15.481128,-45.987334
15.389667,-45.950775
15.298454,-45.913718
15.207493,-45.876157
15.116780,-45.838098
15.026306,-45.799545
14.936066,-45.760499
14.846075,-45.720976
14.756310,-45.680961
14.666765,-45.640444
14.577483,-45.599419
14.488460,-45.557853
14.399722,-45.515731
14.311282,-45.473004
14.223209,-45.429651
14.135536,-45.385624
14.048299,-45.340883
13.961543,-45.295405
13.875291,-45.249172
13.789557,-45.202176
13.704347,-45.154435
13.619635,-45.105944
13.535439,-45.056764
13.451727,-45.006908
13.368446,-44.956409
13.285597,-44.905310
13.203166,-44.853622
13.121165,-44.801391
13.039569,-44.748620
12.958383,-44.695319
12.877619,-44.641499
12.797294,-44.587171
12.717406,-44.532314
12.637983,-44.476931
12.559048,-44.421016
12.480616,-44.364516
12.402719,-44.307426
12.325358,-44.249683
12.248563,-44.191262
12.172395,-44.132142
12.096868,-44.072279
12.022003,-44.011644
11.947850,-43.950220
11.874440,-43.887982
11.801802,-43.824933
11.729961,-43.761048
11.658966,-43.696340
11.588835,-43.630794
11.519595,-43.564407
11.451283,-43.497183
11.383922,-43.429117
11.317530,-43.360210
11.252125,-43.290453
11.187715,-43.219850
11.124298,-43.148394
11.061878,-43.076082
11.000454,-43.002938
10.940003,-42.928940
10.880518,-42.854116
10.821991,-42.778480
10.764384,-42.702011
10.707694,-42.624777
10.651930,-42.546796
10.597067,-42.468069
10.543115,-42.388646
10.490091,-42.308557
10.437986,-42.227817
10.386821,-42.146452
10.336613,-42.064498
10.287375,-41.981985
10.239136,-41.898914
10.191920,-41.815331
10.145747,-41.731252
10.100629,-41.646660
10.056576,-41.561577
10.013596,-41.476001
9.971690,-41.389925
9.930850,-41.303346
9.891073,-41.216262
9.852342,-41.128653
9.814635,-41.040507
9.777949,-40.951825
9.742266,-40.862582
9.707594,-40.772795
9.673929,-40.682472
9.641266,-40.591622
9.609621,-40.500272
9.578980,-40.408446
9.549365,-40.316193
9.520767,-40.223544
9.493191,-40.130575
9.466646,-40.037316
9.441131,-39.943811
9.416659,-39.850100
9.393241,-39.756197
9.370883,-39.662106
9.349612,-39.567853
9.329419,-39.473392
9.310334,-39.378738
9.292348,-39.283859
9.275451,-39.188720
9.259645,-39.093349
9.244904,-38.997712
9.231225,-38.901813
9.218604,-38.805661
9.207033,-38.709275
9.196506,-38.612628
9.187030,-38.515779
9.178601,-38.418727
9.171222,-38.321479
9.164925,-38.224109
9.159715,-38.126579
9.155616,-38.028955
9.152634,-37.931234
9.150775,-37.833438
9.150033,-37.735600
9.150409,-37.637710
9.151872,-37.539830
9.154432,-37.441951
9.158051,-37.344117
9.162739,-37.246341
9.168481,-37.148637
9.175270,-37.051038
9.183118,-36.953544
9.192003,-36.856206
9.201933,-36.759032
9.212909,-36.662038
9.224912,-36.565267
9.237943,-36.468720
9.251995,-36.372420
9.267059,-36.276387
9.283124,-36.180608
9.300190,-36.085107
9.318243,-35.989867
9.337267,-35.894892
9.357263,-35.800184
9.378198,-35.705691
9.400061,-35.611420
9.422861,-35.517359
9.446590,-35.423489
9.471259,-35.329818
9.496886,-35.236352
9.523495,-35.143110
9.551101,-35.050118
9.579739,-34.957386
9.609440,-34.864975
9.640191,-34.772922
9.672020,-34.681239
9.704922,-34.589992
9.738872,-34.499206
9.773887,-34.408894
9.809964,-34.319079
9.847083,-34.229783
9.885264,-34.141006
9.924524,-34.052751
9.964853,-33.965031
10.006268,-33.877825
10.048773,-33.791124
10.092354,-33.704917
10.137003,-33.619188
10.182712,-33.533922
10.229456,-33.449118
10.277207,-33.364764
10.325937,-33.280853
10.375613,-33.197381
10.426180,-33.114337
10.477599,-33.031737
10.529842,-32.949576
10.582878,-32.867858
10.636684,-32.786603
10.691256,-32.705815
10.746594,-32.625503
10.802694,-32.545692
10.859572,-32.466396
10.917249,-32.387629
10.975743,-32.309417
11.035076,-32.231745
11.095252,-32.154628
11.156269,-32.078075
11.218150,-32.002077
11.280884,-31.926626
11.344446,-31.851760
11.408834,-31.777447
11.474043,-31.703684
11.540032,-31.630487
11.606777,-31.557844
11.674263,-31.485783
11.742468,-31.414295
11.811363,-31.343405
11.880920,-31.273127
11.951140,-31.203456
12.022023,-31.134416
12.093540,-31.065986
12.165678,-30.998190
12.238476,-30.930958
12.311883,-30.864314
12.385848,-30.798257
12.460373,-30.732756
12.535440,-30.667813
12.611001,-30.603399
12.687017,-30.539521
12.763472,-30.476166
12.840371,-30.413305
12.917681,-30.350952
12.995398,-30.289102
13.073523,-30.227751
13.152057,-30.166908
13.231016,-30.106575
13.310410,-30.046763
13.390251,-29.987483
13.470542,-29.928772
13.551348,-29.870619
13.632674,-29.813033
13.714503,-29.756045
13.796831,-29.699652
13.879657,-29.643842
13.962946,-29.588613
14.046655,-29.533953
14.130750,-29.479830
14.215175,-29.426222
14.299874,-29.373099
14.384831,-29.320402
14.469984,-29.268128
14.555323,-29.216248
14.640865,-29.164725
14.726587,-29.113568
14.812472,-29.062780
14.898554,-29.012346
14.984840,-28.962282
15.071328,-28.912612
15.158035,-28.863343
15.244984,-28.814503
15.332203,-28.766118
15.419701,-28.718208
15.507470,-28.670805
15.595532,-28.623931
15.683920,-28.577601
15.772637,-28.531831
15.861644,-28.486648
15.950954,-28.442063
